"","Sample","Avg_iCO2","StdDev_iCO2"
"1","ecu1",-24.0543804569543,0.578716007705752
"2","ecu2",-25.0934836954523,0.910139760407349
"3","ecu3",-25.3606878198744,0.782843170508011
