"","X.1","X","PosixCT","HR_12CH4","HP_12CH4","Delta_iCH4_Raw","HR_Delta_iCH4_Raw","HR_Delta_iCH4_30s","HP_Delta_iCH4_Raw","HP_Delta_iCH4_30s","Sample","Day"
"1479",63700,63700,2019-07-23 15:56:09,2.1081068371,2.1614791011,-51.881495157,-51.101601807,-50.788418976,-51.881495157,-48.532816939,"ecu2","july23"
"1480",63701,63701,2019-07-23 15:56:10,2.1081068371,2.1614791011,-51.881495157,-51.101601807,-50.788418976,-51.881495157,-48.532816939,"ecu2","july23"
"1481",63702,63702,2019-07-23 15:56:11,2.1115846395,2.1632567322,-48.59030777,-47.589380009,-49.698705806,-48.59030777,-48.318546559,"ecu2","july23"
"1482",63703,63703,2019-07-23 15:56:12,2.1115846395,2.1632567322,-48.59030777,-47.589380009,-49.698705806,-48.59030777,-48.318546559,"ecu2","july23"
"1483",63704,63704,2019-07-23 15:56:13,2.1115846395,2.1632567322,-48.59030777,-47.589380009,-49.698705806,-48.59030777,-48.318546559,"ecu2","july23"
"1484",63705,63705,2019-07-23 15:56:13,2.1115846395,2.1632567322,-48.59030777,-47.589380009,-49.698705806,-48.59030777,-48.318546559,"ecu2","july23"
"1485",63706,63706,2019-07-23 15:56:15,2.1078249273,2.1639715267,-43.350759418,-40.122318464,-48.390561029,-43.350759418,-47.359488007,"ecu2","july23"
"1486",63707,63707,2019-07-23 15:56:16,2.1078249273,2.1639715267,-43.350759418,-40.122318464,-48.390561029,-43.350759418,-47.359488007,"ecu2","july23"
"1487",63708,63708,2019-07-23 15:56:16,2.1078249273,2.1639715267,-43.350759418,-40.122318464,-48.390561029,-43.350759418,-47.359488007,"ecu2","july23"
"1488",63709,63709,2019-07-23 15:56:17,2.1078249273,2.1639715267,-43.350759418,-40.122318464,-48.390561029,-43.350759418,-47.359488007,"ecu2","july23"
"1489",63710,63710,2019-07-23 15:56:18,2.1248995439,2.1651282015,-50.699076294,-53.483950101,-49.092992759,-50.699076294,-47.517434897,"ecu2","july23"
"1490",63711,63711,2019-07-23 15:56:19,2.1248995439,2.1651282015,-50.699076294,-53.483950101,-49.092992759,-50.699076294,-47.517434897,"ecu2","july23"
"1491",63712,63712,2019-07-23 15:56:20,2.1248995439,2.1651282015,-50.699076294,-53.483950101,-49.092992759,-50.699076294,-47.517434897,"ecu2","july23"
"1492",63713,63713,2019-07-23 15:56:20,2.1248995439,2.1651282015,-50.699076294,-53.483950101,-49.092992759,-50.699076294,-47.517434897,"ecu2","july23"
"1493",63714,63714,2019-07-23 15:56:22,2.1374296321,2.16526826,-49.131566569,-54.575738376,-49.507679447,-49.131566569,-48.013222638,"ecu2","july23"
"1494",63715,63715,2019-07-23 15:56:23,2.1374296321,2.16526826,-49.131566569,-54.575738376,-49.507679447,-49.131566569,-48.013222638,"ecu2","july23"
"1495",63716,63716,2019-07-23 15:56:23,2.1374296321,2.16526826,-49.131566569,-54.575738376,-49.507679447,-49.131566569,-48.013222638,"ecu2","july23"
"1496",63717,63717,2019-07-23 15:56:24,2.1374296321,2.16526826,-49.131566569,-54.575738376,-49.507679447,-49.131566569,-48.013222638,"ecu2","july23"
"1497",63718,63718,2019-07-23 15:56:25,2.1336966357,2.1648595736,-51.687340493,-54.070120057,-50.088192449,-51.687340493,-48.4214039,"ecu2","july23"
"1498",63719,63719,2019-07-23 15:56:26,2.1336966357,2.1648595736,-51.687340493,-54.070120057,-50.088192449,-51.687340493,-48.4214039,"ecu2","july23"
"1499",63720,63720,2019-07-23 15:56:27,2.1336966357,2.1648595736,-51.687340493,-54.070120057,-50.088192449,-51.687340493,-48.4214039,"ecu2","july23"
"1500",63721,63721,2019-07-23 15:56:27,2.1336966357,2.1648595736,-51.687340493,-54.070120057,-50.088192449,-51.687340493,-48.4214039,"ecu2","july23"
"1501",63722,63722,2019-07-23 15:56:29,2.1368454821,2.1651645293,-49.494302798,-53.735526784,-50.308095597,-49.494302798,-48.483312521,"ecu2","july23"
"1502",63723,63723,2019-07-23 15:56:30,2.1368454821,2.1651645293,-49.494302798,-53.735526784,-50.308095597,-49.494302798,-48.483312521,"ecu2","july23"
"1503",63724,63724,2019-07-23 15:56:30,2.1368454821,2.1651645293,-49.494302798,-53.735526784,-50.308095597,-49.494302798,-48.483312521,"ecu2","july23"
"1504",63725,63725,2019-07-23 15:56:31,2.1368454821,2.1651645293,-49.494302798,-53.735526784,-50.308095597,-49.494302798,-48.483312521,"ecu2","july23"
"1505",63726,63726,2019-07-23 15:56:32,2.1198111218,2.1647080636,-46.689901552,-43.125911082,-49.65360578,-46.689901552,-48.769798718,"ecu2","july23"
"1506",63727,63727,2019-07-23 15:56:33,2.1198111218,2.1647080636,-46.689901552,-43.125911082,-49.65360578,-46.689901552,-48.769798718,"ecu2","july23"
"1507",63728,63728,2019-07-23 15:56:34,2.1198111218,2.1647080636,-46.689901552,-43.125911082,-49.65360578,-46.689901552,-48.769798718,"ecu2","july23"
"1508",63729,63729,2019-07-23 15:56:34,2.1198111218,2.1647080636,-46.689901552,-43.125911082,-49.65360578,-46.689901552,-48.769798718,"ecu2","july23"
"1509",63730,63730,2019-07-23 15:56:36,2.134327946,2.1651456806,-53.228193646,-54.296780653,-50.233480815,-53.228193646,-49.416993744,"ecu2","july23"
"1510",63731,63731,2019-07-23 15:56:37,2.134327946,2.1651456806,-53.228193646,-54.296780653,-50.233480815,-53.228193646,-49.416993744,"ecu2","july23"
"1511",63732,63732,2019-07-23 15:56:37,2.134327946,2.1651456806,-53.228193646,-54.296780653,-50.233480815,-53.228193646,-49.416993744,"ecu2","july23"
"1512",63733,63733,2019-07-23 15:56:38,2.134327946,2.1651456806,-53.228193646,-54.296780653,-50.233480815,-53.228193646,-49.416993744,"ecu2","july23"
"1513",63734,63734,2019-07-23 15:56:39,2.1324874587,2.165214191,-55.652322484,-54.885589332,-50.653923873,-55.652322484,-49.835974558,"ecu2","july23"
"1514",63735,63735,2019-07-23 15:56:40,2.1324874587,2.165214191,-55.652322484,-54.885589332,-50.653923873,-55.652322484,-49.835974558,"ecu2","july23"
"1515",63736,63736,2019-07-23 15:56:41,2.1324874587,2.165214191,-55.652322484,-54.885589332,-50.653923873,-55.652322484,-49.835974558,"ecu2","july23"
"1516",63737,63737,2019-07-23 15:56:41,2.1324874587,2.165214191,-55.652322484,-54.885589332,-50.653923873,-55.652322484,-49.835974558,"ecu2","july23"
"1517",63738,63738,2019-07-23 15:56:43,2.12130121,2.1651177413,-52.716116544,-47.658006685,-50.661549059,-52.716116544,-50.294397755,"ecu2","july23"
"1518",63739,63739,2019-07-23 15:56:44,2.12130121,2.1651177413,-52.716116544,-47.658006685,-50.661549059,-52.716116544,-50.294397755,"ecu2","july23"
"1519",63740,63740,2019-07-23 15:56:44,2.12130121,2.1651177413,-52.716116544,-47.658006685,-50.661549059,-52.716116544,-50.294397755,"ecu2","july23"
"1520",63741,63741,2019-07-23 15:56:45,2.12130121,2.1651177413,-52.716116544,-47.658006685,-50.661549059,-52.716116544,-50.294397755,"ecu2","july23"
"1521",63742,63742,2019-07-23 15:56:46,2.1283087223,2.1648636704,-52.572376716,-49.249155867,-51.675642104,-52.572376716,-51.3190219,"ecu2","july23"
"1522",63743,63743,2019-07-23 15:56:47,2.1283087223,2.1648636704,-52.572376716,-49.249155867,-51.675642104,-52.572376716,-51.3190219,"ecu2","july23"
"1523",63744,63744,2019-07-23 15:56:48,2.1283087223,2.1648636704,-52.572376716,-49.249155867,-51.675642104,-52.572376716,-51.3190219,"ecu2","july23"
"1524",63745,63745,2019-07-23 15:56:48,2.1283087223,2.1648636704,-52.572376716,-49.249155867,-51.675642104,-52.572376716,-51.3190219,"ecu2","july23"
"1525",63746,63746,2019-07-23 15:56:50,2.1412309693,2.1642325649,-47.540844135,-49.850857771,-51.271965179,-47.540844135,-50.968107215,"ecu2","july23"
"1526",63747,63747,2019-07-23 15:56:51,2.1412309693,2.1642325649,-47.540844135,-49.850857771,-51.271965179,-47.540844135,-50.968107215,"ecu2","july23"
"1527",63748,63748,2019-07-23 15:56:51,2.1412309693,2.1642325649,-47.540844135,-49.850857771,-51.271965179,-47.540844135,-50.968107215,"ecu2","july23"
"1528",63749,63749,2019-07-23 15:56:52,2.1412309693,2.1642325649,-47.540844135,-49.850857771,-51.271965179,-47.540844135,-50.968107215,"ecu2","july23"
"1529",63750,63750,2019-07-23 15:56:53,2.1375826921,2.1640223541,-48.01764112,-48.447515513,-50.591051527,-48.01764112,-50.844337721,"ecu2","july23"
"1530",63751,63751,2019-07-23 15:56:54,2.1375826921,2.1640223541,-48.01764112,-48.447515513,-50.591051527,-48.01764112,-50.844337721,"ecu2","july23"
"1531",63752,63752,2019-07-23 15:56:55,2.1375826921,2.1640223541,-48.01764112,-48.447515513,-50.591051527,-48.01764112,-50.844337721,"ecu2","july23"
"1532",63753,63753,2019-07-23 15:56:55,2.1375826921,2.1640223541,-48.01764112,-48.447515513,-50.591051527,-48.01764112,-50.844337721,"ecu2","july23"
"1533",63754,63754,2019-07-23 15:56:57,2.1347761262,2.164694047,-49.525510843,-46.800897296,-49.783360109,-49.525510843,-50.604134427,"ecu2","july23"
"1534",63755,63755,2019-07-23 15:56:58,2.1347761262,2.164694047,-49.525510843,-46.800897296,-49.783360109,-49.525510843,-50.604134427,"ecu2","july23"
"1535",63756,63756,2019-07-23 15:56:58,2.1347761262,2.164694047,-49.525510843,-46.800897296,-49.783360109,-49.525510843,-50.604134427,"ecu2","july23"
"1536",63757,63757,2019-07-23 15:56:59,2.1347761262,2.164694047,-49.525510843,-46.800897296,-49.783360109,-49.525510843,-50.604134427,"ecu2","july23"
"1537",63758,63758,2019-07-23 15:57:00,2.1389311895,2.1649143938,-51.960054099,-50.552752902,-49.429718567,-51.960054099,-50.878106793,"ecu2","july23"
"1538",63759,63759,2019-07-23 15:57:01,2.1389311895,2.1649143938,-51.960054099,-50.552752902,-49.429718567,-51.960054099,-50.878106793,"ecu2","july23"
"1539",63760,63760,2019-07-23 15:57:02,2.1389311895,2.1649143938,-51.960054099,-50.552752902,-49.429718567,-51.960054099,-50.878106793,"ecu2","july23"
"1540",63761,63761,2019-07-23 15:57:02,2.1389311895,2.1649143938,-51.960054099,-50.552752902,-49.429718567,-51.960054099,-50.878106793,"ecu2","july23"
"1541",63762,63762,2019-07-23 15:57:04,2.1439417378,2.16462441,-43.708540312,-45.799808809,-49.726818314,-43.708540312,-50.546844433,"ecu2","july23"
"1542",63763,63763,2019-07-23 15:57:05,2.1439417378,2.16462441,-43.708540312,-45.799808809,-49.726818314,-43.708540312,-50.546844433,"ecu2","july23"
"1543",63764,63764,2019-07-23 15:57:05,2.1439417378,2.16462441,-43.708540312,-45.799808809,-49.726818314,-43.708540312,-50.546844433,"ecu2","july23"
"1544",63765,63765,2019-07-23 15:57:06,2.1439417378,2.16462441,-43.708540312,-45.799808809,-49.726818314,-43.708540312,-50.546844433,"ecu2","july23"
"1545",63766,63766,2019-07-23 15:57:07,2.1430622385,2.1632219416,-51.713404851,-52.780313382,-49.558321951,-51.713404851,-50.378534567,"ecu2","july23"
"1546",63767,63767,2019-07-23 15:57:08,2.1430622385,2.1632219416,-51.713404851,-52.780313382,-49.558321951,-51.713404851,-50.378534567,"ecu2","july23"
"1547",63768,63768,2019-07-23 15:57:09,2.1430622385,2.1632219416,-51.713404851,-52.780313382,-49.558321951,-51.713404851,-50.378534567,"ecu2","july23"
"1548",63769,63769,2019-07-23 15:57:09,2.1430622385,2.1632219416,-51.713404851,-52.780313382,-49.558321951,-51.713404851,-50.378534567,"ecu2","july23"
"1549",63770,63770,2019-07-23 15:57:11,2.14729056,2.1640769487,-48.272692474,-50.025908437,-49.018357407,-48.272692474,-49.558575677,"ecu2","july23"
"1550",63771,63771,2019-07-23 15:57:12,2.14729056,2.1640769487,-48.272692474,-50.025908437,-49.018357407,-48.272692474,-49.558575677,"ecu2","july23"
"1551",63772,63772,2019-07-23 15:57:12,2.14729056,2.1640769487,-48.272692474,-50.025908437,-49.018357407,-48.272692474,-49.558575677,"ecu2","july23"
"1552",63773,63773,2019-07-23 15:57:13,2.14729056,2.1640769487,-48.272692474,-50.025908437,-49.018357407,-48.272692474,-49.558575677,"ecu2","july23"
"1553",63774,63774,2019-07-23 15:57:14,2.1389575352,2.1633428667,-50.399725348,-49.443932774,-49.216793639,-50.399725348,-49.301198878,"ecu2","july23"
"1554",63775,63775,2019-07-23 15:57:15,2.1389575352,2.1633428667,-50.399725348,-49.443932774,-49.216793639,-50.399725348,-49.301198878,"ecu2","july23"
"1555",63776,63776,2019-07-23 15:57:16,2.1389575352,2.1633428667,-50.399725348,-49.443932774,-49.216793639,-50.399725348,-49.301198878,"ecu2","july23"
"1556",63777,63777,2019-07-23 15:57:16,2.1389575352,2.1633428667,-50.399725348,-49.443932774,-49.216793639,-50.399725348,-49.301198878,"ecu2","july23"
"1557",63778,63778,2019-07-23 15:57:18,2.1373919037,2.1638041363,-47.808820008,-45.822144935,-48.836014647,-47.808820008,-48.771914799,"ecu2","july23"
"1558",63779,63779,2019-07-23 15:57:19,2.1373919037,2.1638041363,-47.808820008,-45.822144935,-48.836014647,-47.808820008,-48.771914799,"ecu2","july23"
"1559",63780,63780,2019-07-23 15:57:19,2.1373919037,2.1638041363,-47.808820008,-45.822144935,-48.836014647,-47.808820008,-48.771914799,"ecu2","july23"
"1560",63781,63781,2019-07-23 15:57:20,2.1373919037,2.1638041363,-47.808820008,-45.822144935,-48.836014647,-47.808820008,-48.771914799,"ecu2","july23"
"1561",63782,63782,2019-07-23 15:57:21,2.1316099397,2.1638034869,-44.04532315,-39.538506118,-47.690197796,-44.04532315,-48.383523578,"ecu2","july23"
"1562",63783,63783,2019-07-23 15:57:22,2.1316099397,2.1638034869,-44.04532315,-39.538506118,-47.690197796,-44.04532315,-48.383523578,"ecu2","july23"
"1563",63784,63784,2019-07-23 15:57:23,2.1316099397,2.1638034869,-44.04532315,-39.538506118,-47.690197796,-44.04532315,-48.383523578,"ecu2","july23"
"1564",63785,63785,2019-07-23 15:57:23,2.1316099397,2.1638034869,-44.04532315,-39.538506118,-47.690197796,-44.04532315,-48.383523578,"ecu2","july23"
"1565",63786,63786,2019-07-23 15:57:25,2.1303185005,2.1638362074,-51.63651379,-45.927277731,-47.410171376,-51.63651379,-48.785620542,"ecu2","july23"
"1566",63787,63787,2019-07-23 15:57:26,2.1303185005,2.1638362074,-51.63651379,-45.927277731,-47.410171376,-51.63651379,-48.785620542,"ecu2","july23"
"1567",63788,63788,2019-07-23 15:57:26,2.1303185005,2.1638362074,-51.63651379,-45.927277731,-47.410171376,-51.63651379,-48.785620542,"ecu2","july23"
"1568",63789,63789,2019-07-23 15:57:27,2.1303185005,2.1638362074,-51.63651379,-45.927277731,-47.410171376,-51.63651379,-48.785620542,"ecu2","july23"
"1569",63790,63790,2019-07-23 15:57:28,2.1288603901,2.1631794292,-50.178873998,-43.906507888,-47.088572553,-50.178873998,-48.858216448,"ecu2","july23"
"1570",63791,63791,2019-07-23 15:57:29,2.1288603901,2.1631794292,-50.178873998,-43.906507888,-47.088572553,-50.178873998,-48.858216448,"ecu2","july23"
"1571",63792,63792,2019-07-23 15:57:30,2.1288603901,2.1631794292,-50.178873998,-43.906507888,-47.088572553,-50.178873998,-48.858216448,"ecu2","july23"
"1572",63793,63793,2019-07-23 15:57:30,2.1288603901,2.1631794292,-50.178873998,-43.906507888,-47.088572553,-50.178873998,-48.858216448,"ecu2","july23"
"1573",63794,63794,2019-07-23 15:57:32,2.1424593856,2.1631780236,-48.104787338,-47.535992697,-46.753376975,-48.104787338,-48.429853474,"ecu2","july23"
"1574",63795,63795,2019-07-23 15:57:33,2.1424593856,2.1631780236,-48.104787338,-47.535992697,-46.753376975,-48.104787338,-48.429853474,"ecu2","july23"
"1575",63796,63796,2019-07-23 15:57:33,2.1424593856,2.1631780236,-48.104787338,-47.535992697,-46.753376975,-48.104787338,-48.429853474,"ecu2","july23"
"1576",63797,63797,2019-07-23 15:57:34,2.1424593856,2.1631780236,-48.104787338,-47.535992697,-46.753376975,-48.104787338,-48.429853474,"ecu2","july23"
"1577",63798,63798,2019-07-23 15:57:35,2.128639823,2.1638584641,-46.087005611,-40.588370857,-46.174328313,-46.087005611,-48.694127397,"ecu2","july23"
"1578",63799,63799,2019-07-23 15:57:36,2.128639823,2.1638584641,-46.087005611,-40.588370857,-46.174328313,-46.087005611,-48.694127397,"ecu2","july23"
"1579",63800,63800,2019-07-23 15:57:37,2.128639823,2.1638584641,-46.087005611,-40.588370857,-46.174328313,-46.087005611,-48.694127397,"ecu2","july23"
"1580",63801,63801,2019-07-23 15:57:37,2.128639823,2.1638584641,-46.087005611,-40.588370857,-46.174328313,-46.087005611,-48.694127397,"ecu2","july23"
"1581",63802,63802,2019-07-23 15:57:39,2.149927195,2.1631761341,-50.221100955,-52.175125473,-46.107085212,-50.221100955,-48.528315853,"ecu2","july23"
"1582",63803,63803,2019-07-23 15:57:40,2.149927195,2.1631761341,-50.221100955,-52.175125473,-46.107085212,-50.221100955,-48.528315853,"ecu2","july23"
"1583",63804,63804,2019-07-23 15:57:40,2.149927195,2.1631761341,-50.221100955,-52.175125473,-46.107085212,-50.221100955,-48.528315853,"ecu2","july23"
"1584",63805,63805,2019-07-23 15:57:41,2.149927195,2.1631761341,-50.221100955,-52.175125473,-46.107085212,-50.221100955,-48.528315853,"ecu2","july23"
"1585",63806,63806,2019-07-23 15:57:42,2.1337633882,2.1636880833,-47.318178291,-43.172961389,-45.345646651,-47.318178291,-48.422258721,"ecu2","july23"
"1586",63807,63807,2019-07-23 15:57:43,2.1337633882,2.1636880833,-47.318178291,-43.172961389,-45.345646651,-47.318178291,-48.422258721,"ecu2","july23"
"1587",63808,63808,2019-07-23 15:57:44,2.1337633882,2.1636880833,-47.318178291,-43.172961389,-45.345646651,-47.318178291,-48.422258721,"ecu2","july23"
"1588",63809,63809,2019-07-23 15:57:44,2.1337633882,2.1636880833,-47.318178291,-43.172961389,-45.345646651,-47.318178291,-48.422258721,"ecu2","july23"
"1589",63810,63810,2019-07-23 15:57:46,2.1467241494,2.1635098781,-43.292172918,-44.131137283,-44.755336041,-43.292172918,-47.632530673,"ecu2","july23"
"1590",63811,63811,2019-07-23 15:57:47,2.1467241494,2.1635098781,-43.292172918,-44.131137283,-44.755336041,-43.292172918,-47.632530673,"ecu2","july23"
"1591",63812,63812,2019-07-23 15:57:47,2.1467241494,2.1635098781,-43.292172918,-44.131137283,-44.755336041,-43.292172918,-47.632530673,"ecu2","july23"
"1592",63813,63813,2019-07-23 15:57:48,2.1467241494,2.1635098781,-43.292172918,-44.131137283,-44.755336041,-43.292172918,-47.632530673,"ecu2","july23"
"1593",63814,63814,2019-07-23 15:57:49,2.1477731332,2.1639795888,-54.042008757,-53.111060018,-45.565215495,-54.042008757,-48.325107201,"ecu2","july23"
"1594",63815,63815,2019-07-23 15:57:50,2.1477731332,2.1639795888,-54.042008757,-53.111060018,-45.565215495,-54.042008757,-48.325107201,"ecu2","july23"
"1595",63816,63816,2019-07-23 15:57:51,2.1477731332,2.1639795888,-54.042008757,-53.111060018,-45.565215495,-54.042008757,-48.325107201,"ecu2","july23"
"1596",63817,63817,2019-07-23 15:57:51,2.1477731332,2.1639795888,-54.042008757,-53.111060018,-45.565215495,-54.042008757,-48.325107201,"ecu2","july23"
"1597",63818,63818,2019-07-23 15:57:53,2.1414715471,2.1639993892,-50.094460904,-47.528975021,-46.453045373,-50.094460904,-48.997233618,"ecu2","july23"
"1598",63819,63819,2019-07-23 15:57:54,2.1414715471,2.1639993892,-50.094460904,-47.528975021,-46.453045373,-50.094460904,-48.997233618,"ecu2","july23"
"1599",63820,63820,2019-07-23 15:57:54,2.1414715471,2.1639993892,-50.094460904,-47.528975021,-46.453045373,-50.094460904,-48.997233618,"ecu2","july23"
"1600",63821,63821,2019-07-23 15:57:55,2.1414715471,2.1639993892,-50.094460904,-47.528975021,-46.453045373,-50.094460904,-48.997233618,"ecu2","july23"
"1601",63822,63822,2019-07-23 15:57:56,2.1401157739,2.1638318399,-50.980366472,-47.948337309,-46.677607548,-50.980366472,-48.92432836,"ecu2","july23"
"1602",63823,63823,2019-07-23 15:57:57,2.1401157739,2.1638318399,-50.980366472,-47.948337309,-46.677607548,-50.980366472,-48.92432836,"ecu2","july23"
"1603",63824,63824,2019-07-23 15:57:58,2.1401157739,2.1638318399,-50.980366472,-47.948337309,-46.677607548,-50.980366472,-48.92432836,"ecu2","july23"
"1604",63825,63825,2019-07-23 15:57:59,2.1401157739,2.1638318399,-50.980366472,-47.948337309,-46.677607548,-50.980366472,-48.92432836,"ecu2","july23"
"1605",63826,63826,2019-07-23 15:58:00,2.1398549326,2.1634105478,-50.91572328,-47.497313929,-47.076585997,-50.91572328,-49.006200503,"ecu2","july23"
"1606",63827,63827,2019-07-23 15:58:01,2.1398549326,2.1634105478,-50.91572328,-47.497313929,-47.076585997,-50.91572328,-49.006200503,"ecu2","july23"
"1607",63828,63828,2019-07-23 15:58:01,2.1398549326,2.1634105478,-50.91572328,-47.497313929,-47.076585997,-50.91572328,-49.006200503,"ecu2","july23"
"1608",63829,63829,2019-07-23 15:58:02,2.1398549326,2.1634105478,-50.91572328,-47.497313929,-47.076585997,-50.91572328,-49.006200503,"ecu2","july23"
"1609",63830,63830,2019-07-23 15:58:03,2.1529233453,2.1637512591,-45.166600766,-48.082522594,-47.137311542,-45.166600766,-48.679735328,"ecu2","july23"
"1610",63831,63831,2019-07-23 15:58:04,2.1529233453,2.1637512591,-45.166600766,-48.082522594,-47.137311542,-45.166600766,-48.679735328,"ecu2","july23"
"1611",63832,63832,2019-07-23 15:58:05,2.1529233453,2.1637512591,-45.166600766,-48.082522594,-47.137311542,-45.166600766,-48.679735328,"ecu2","july23"
"1612",63833,63833,2019-07-23 15:58:06,2.1529233453,2.1637512591,-45.166600766,-48.082522594,-47.137311542,-45.166600766,-48.679735328,"ecu2","july23"
"1613",63834,63834,2019-07-23 15:58:07,2.1291377997,2.1635173446,-49.12472454,-41.078176255,-47.191734363,-49.12472454,-49.017259654,"ecu2","july23"
"1614",63835,63835,2019-07-23 15:58:08,2.1291377997,2.1635173446,-49.12472454,-41.078176255,-47.191734363,-49.12472454,-49.017259654,"ecu2","july23"
"1615",63836,63836,2019-07-23 15:58:08,2.1291377997,2.1635173446,-49.12472454,-41.078176255,-47.191734363,-49.12472454,-49.017259654,"ecu2","july23"
"1616",63837,63837,2019-07-23 15:58:09,2.1291377997,2.1635173446,-49.12472454,-41.078176255,-47.191734363,-49.12472454,-49.017259654,"ecu2","july23"
"1617",63838,63838,2019-07-23 15:58:10,2.1433841731,2.1644400782,-51.408261967,-49.983466527,-46.948216703,-51.408261967,-49.149166433,"ecu2","july23"
"1618",63839,63839,2019-07-23 15:58:11,2.1433841731,2.1644400782,-51.408261967,-49.983466527,-46.948216703,-51.408261967,-49.149166433,"ecu2","july23"
"1619",63840,63840,2019-07-23 15:58:12,2.1433841731,2.1644400782,-51.408261967,-49.983466527,-46.948216703,-51.408261967,-49.149166433,"ecu2","july23"
"1620",63841,63841,2019-07-23 15:58:13,2.1433841731,2.1644400782,-51.408261967,-49.983466527,-46.948216703,-51.408261967,-49.149166433,"ecu2","july23"
