"","X","PosixCT","HR_12CH4","HP_12CH4","Delta_iCH4_Raw","HR_Delta_iCH4_Raw","HR_Delta_iCH4_30s","HP_Delta_iCH4_Raw","HP_Delta_iCH4_30s","Sample"
"61423",61423,2019-07-23 15:22:55,1.9902060309,2.0277292153,-49.305318051,-61.601037748,-53.205472364,-49.305318051,-47.034035431,"col1"
"61424",61424,2019-07-23 15:22:56,1.9902060309,2.0277292153,-49.305318051,-61.601037748,-53.205472364,-49.305318051,-47.034035431,"col1"
"61425",61425,2019-07-23 15:22:57,1.9902060309,2.0277292153,-49.305318051,-61.601037748,-53.205472364,-49.305318051,-47.034035431,"col1"
"61426",61426,2019-07-23 15:22:58,1.9807796953,2.0273212608,-51.2747929,-57.985184321,-54.916271918,-51.2747929,-48.105620785,"col1"
"61427",61427,2019-07-23 15:22:59,1.9807796953,2.0273212608,-51.2747929,-57.985184321,-54.916271918,-51.2747929,-48.105620785,"col1"
"61428",61428,2019-07-23 15:23:00,1.9807796953,2.0273212608,-51.2747929,-57.985184321,-54.916271918,-51.2747929,-48.105620785,"col1"
"61429",61429,2019-07-23 15:23:00,1.9807796953,2.0273212608,-51.2747929,-57.985184321,-54.916271918,-51.2747929,-48.105620785,"col1"
"61430",61430,2019-07-23 15:23:01,1.9782185143,2.026950543,-50.895985311,-56.832499564,-55.181624682,-50.895985311,-48.297157305,"col1"
"61431",61431,2019-07-23 15:23:02,1.9782185143,2.026950543,-50.895985311,-56.832499564,-55.181624682,-50.895985311,-48.297157305,"col1"
"61432",61432,2019-07-23 15:23:03,1.9782185143,2.026950543,-50.895985311,-56.832499564,-55.181624682,-50.895985311,-48.297157305,"col1"
"61433",61433,2019-07-23 15:23:04,1.9782185143,2.026950543,-50.895985311,-56.832499564,-55.181624682,-50.895985311,-48.297157305,"col1"
"61434",61434,2019-07-23 15:23:05,1.9888173141,2.0264079373,-49.038790928,-60.216484666,-56.020634767,-49.038790928,-48.465785871,"col1"
"61435",61435,2019-07-23 15:23:06,1.9888173141,2.0264079373,-49.038790928,-60.216484666,-56.020634767,-49.038790928,-48.465785871,"col1"
"61436",61436,2019-07-23 15:23:07,1.9888173141,2.0264079373,-49.038790928,-60.216484666,-56.020634767,-49.038790928,-48.465785871,"col1"
"61437",61437,2019-07-23 15:23:07,1.9888173141,2.0264079373,-49.038790928,-60.216484666,-56.020634767,-49.038790928,-48.465785871,"col1"
"61438",61438,2019-07-23 15:23:08,1.9825968516,2.0266354828,-43.55835792,-50.219501252,-55.512089077,-43.55835792,-47.902166278,"col1"
"61439",61439,2019-07-23 15:23:09,1.9825968516,2.0266354828,-43.55835792,-50.219501252,-55.512089077,-43.55835792,-47.902166278,"col1"
"61440",61440,2019-07-23 15:23:10,1.9825968516,2.0266354828,-43.55835792,-50.219501252,-55.512089077,-43.55835792,-47.902166278,"col1"
"61441",61441,2019-07-23 15:23:11,1.9825968516,2.0266354828,-43.55835792,-50.219501252,-55.512089077,-43.55835792,-47.902166278,"col1"
"61442",61442,2019-07-23 15:23:12,1.9875570689,2.0259167802,-48.855363968,-58.611140343,-56.122719084,-48.855363968,-47.749015283,"col1"
"61443",61443,2019-07-23 15:23:13,1.9875570689,2.0259167802,-48.855363968,-58.611140343,-56.122719084,-48.855363968,-47.749015283,"col1"
"61444",61444,2019-07-23 15:23:14,1.9875570689,2.0259167802,-48.855363968,-58.611140343,-56.122719084,-48.855363968,-47.749015283,"col1"
"61445",61445,2019-07-23 15:23:14,1.9875570689,2.0259167802,-48.855363968,-58.611140343,-56.122719084,-48.855363968,-47.749015283,"col1"
"61446",61446,2019-07-23 15:23:15,1.9613894373,2.0260385411,-46.621876846,-44.596710796,-54.409532697,-46.621876846,-47.533529394,"col1"
"61447",61447,2019-07-23 15:23:16,1.9613894373,2.0260385411,-46.621876846,-44.596710796,-54.409532697,-46.621876846,-47.533529394,"col1"
"61448",61448,2019-07-23 15:23:17,1.9613894373,2.0260385411,-46.621876846,-44.596710796,-54.409532697,-46.621876846,-47.533529394,"col1"
"61449",61449,2019-07-23 15:23:18,1.9613894373,2.0260385411,-46.621876846,-44.596710796,-54.409532697,-46.621876846,-47.533529394,"col1"
"61450",61450,2019-07-23 15:23:19,1.964153793,2.0264117747,-49.005608277,-47.874270411,-54.57785154,-49.005608277,-48.431636518,"col1"
"61451",61451,2019-07-23 15:23:20,1.964153793,2.0264117747,-49.005608277,-47.874270411,-54.57785154,-49.005608277,-48.431636518,"col1"
"61452",61452,2019-07-23 15:23:20,1.964153793,2.0264117747,-49.005608277,-47.874270411,-54.57785154,-49.005608277,-48.431636518,"col1"
"61453",61453,2019-07-23 15:23:21,1.964153793,2.0264117747,-49.005608277,-47.874270411,-54.57785154,-49.005608277,-48.431636518,"col1"
"61454",61454,2019-07-23 15:23:22,1.9906172039,2.0261241484,-53.034463574,-64.362714914,-55.811060446,-53.034463574,-49.065617531,"col1"
"61455",61455,2019-07-23 15:23:23,1.9906172039,2.0261241484,-53.034463574,-64.362714914,-55.811060446,-53.034463574,-49.065617531,"col1"
"61456",61456,2019-07-23 15:23:24,1.9906172039,2.0261241484,-53.034463574,-64.362714914,-55.811060446,-53.034463574,-49.065617531,"col1"
"61457",61457,2019-07-23 15:23:25,1.9906172039,2.0261241484,-53.034463574,-64.362714914,-55.811060446,-53.034463574,-49.065617531,"col1"
"61458",61458,2019-07-23 15:23:26,1.9754683386,2.0253906858,-47.124194131,-51.695939711,-54.710493997,-47.124194131,-48.823270428,"col1"
"61459",61459,2019-07-23 15:23:27,1.9754683386,2.0253906858,-47.124194131,-51.695939711,-54.710493997,-47.124194131,-48.823270428,"col1"
"61460",61460,2019-07-23 15:23:28,1.9754683386,2.0253906858,-47.124194131,-51.695939711,-54.710493997,-47.124194131,-48.823270428,"col1"
"61461",61461,2019-07-23 15:23:28,1.9754683386,2.0253906858,-47.124194131,-51.695939711,-54.710493997,-47.124194131,-48.823270428,"col1"
"61462",61462,2019-07-23 15:23:29,1.9737508487,2.0243974438,-42.795289585,-47.060875525,-53.496681909,-42.795289585,-47.881103393,"col1"
"61463",61463,2019-07-23 15:23:30,1.9737508487,2.0243974438,-42.795289585,-47.060875525,-53.496681909,-42.795289585,-47.881103393,"col1"
"61464",61464,2019-07-23 15:23:31,1.9737508487,2.0243974438,-42.795289585,-47.060875525,-53.496681909,-42.795289585,-47.881103393,"col1"
"61465",61465,2019-07-23 15:23:32,1.9737508487,2.0243974438,-42.795289585,-47.060875525,-53.496681909,-42.795289585,-47.881103393,"col1"
"61466",61466,2019-07-23 15:23:33,1.9610959932,2.0216445156,-50.075248114,-49.099635457,-52.637474786,-50.075248114,-47.789910371,"col1"
"61467",61467,2019-07-23 15:23:34,1.9610959932,2.0216445156,-50.075248114,-49.099635457,-52.637474786,-50.075248114,-47.789910371,"col1"
"61468",61468,2019-07-23 15:23:35,1.9610959932,2.0216445156,-50.075248114,-49.099635457,-52.637474786,-50.075248114,-47.789910371,"col1"
"61469",61469,2019-07-23 15:23:35,1.9610959932,2.0216445156,-50.075248114,-49.099635457,-52.637474786,-50.075248114,-47.789910371,"col1"
"61470",61470,2019-07-23 15:23:36,1.9700552527,2.0186485007,-52.603440473,-57.371965228,-52.321417071,-52.603440473,-48.185982543,"col1"
"61471",61471,2019-07-23 15:23:38,1.9700552527,2.0186485007,-52.603440473,-57.371965228,-52.321417071,-52.603440473,-48.185982543,"col1"
"61472",61472,2019-07-23 15:23:38,1.9700552527,2.0186485007,-52.603440473,-57.371965228,-52.321417071,-52.603440473,-48.185982543,"col1"
"61473",61473,2019-07-23 15:23:39,1.9700552527,2.0186485007,-52.603440473,-57.371965228,-52.321417071,-52.603440473,-48.185982543,"col1"
"61474",61474,2019-07-23 15:23:40,1.9629875154,2.0157303965,-48.997582986,-52.425803647,-52.566561781,-48.997582986,-48.790340884,"col1"
"61475",61475,2019-07-23 15:23:41,1.9629875154,2.0157303965,-48.997582986,-52.425803647,-52.566561781,-48.997582986,-48.790340884,"col1"
"61476",61476,2019-07-23 15:23:42,1.9629875154,2.0157303965,-48.997582986,-52.425803647,-52.566561781,-48.997582986,-48.790340884,"col1"
"61477",61477,2019-07-23 15:23:42,1.9629875154,2.0157303965,-48.997582986,-52.425803647,-52.566561781,-48.997582986,-48.790340884,"col1"
"61478",61478,2019-07-23 15:23:43,1.9626077576,2.0128519999,-47.991111229,-53.015003917,-51.944768845,-47.991111229,-48.694312802,"col1"
"61479",61479,2019-07-23 15:23:45,1.9626077576,2.0128519999,-47.991111229,-53.015003917,-51.944768845,-47.991111229,-48.694312802,"col1"
"61480",61480,2019-07-23 15:23:45,1.9626077576,2.0128519999,-47.991111229,-53.015003917,-51.944768845,-47.991111229,-48.694312802,"col1"
"61481",61481,2019-07-23 15:23:46,1.9626077576,2.0128519999,-47.991111229,-53.015003917,-51.944768845,-47.991111229,-48.694312802,"col1"
"61482",61482,2019-07-23 15:23:47,1.9628111661,2.0115778167,-47.74274573,-53.152888887,-52.8954553,-47.74274573,-48.818853789,"col1"
"61483",61483,2019-07-23 15:23:48,1.9628111661,2.0115778167,-47.74274573,-53.152888887,-52.8954553,-47.74274573,-48.818853789,"col1"
"61484",61484,2019-07-23 15:23:49,1.9628111661,2.0115778167,-47.74274573,-53.152888887,-52.8954553,-47.74274573,-48.818853789,"col1"
"61485",61485,2019-07-23 15:23:49,1.9628111661,2.0115778167,-47.74274573,-53.152888887,-52.8954553,-47.74274573,-48.818853789,"col1"
"61486",61486,2019-07-23 15:23:50,1.9575666851,2.0105671144,-48.584274562,-53.562529186,-53.527484052,-48.584274562,-48.772038931,"col1"
"61487",61487,2019-07-23 15:23:52,1.9575666851,2.0105671144,-48.584274562,-53.562529186,-53.527484052,-48.584274562,-48.772038931,"col1"
"61488",61488,2019-07-23 15:23:52,1.9575666851,2.0105671144,-48.584274562,-53.562529186,-53.527484052,-48.584274562,-48.772038931,"col1"
"61489",61489,2019-07-23 15:23:53,1.9575666851,2.0105671144,-48.584274562,-53.562529186,-53.527484052,-48.584274562,-48.772038931,"col1"
"61490",61490,2019-07-23 15:23:54,1.9574451758,2.0111653389,-49.063369758,-52.894669444,-52.253256778,-49.063369758,-48.330806285,"col1"
"61491",61491,2019-07-23 15:23:55,1.9574451758,2.0111653389,-49.063369758,-52.894669444,-52.253256778,-49.063369758,-48.330806285,"col1"
"61492",61492,2019-07-23 15:23:56,1.9574451758,2.0111653389,-49.063369758,-52.894669444,-52.253256778,-49.063369758,-48.330806285,"col1"
"61493",61493,2019-07-23 15:23:56,1.9574451758,2.0111653389,-49.063369758,-52.894669444,-52.253256778,-49.063369758,-48.330806285,"col1"
"61494",61494,2019-07-23 15:23:57,1.9644858559,2.0132681694,-46.080073655,-52.096564335,-52.297770625,-46.080073655,-48.214792899,"col1"
"61495",61495,2019-07-23 15:23:59,1.9644858559,2.0132681694,-46.080073655,-52.096564335,-52.297770625,-46.080073655,-48.214792899,"col1"
"61496",61496,2019-07-23 15:23:59,1.9644858559,2.0132681694,-46.080073655,-52.096564335,-52.297770625,-46.080073655,-48.214792899,"col1"
"61497",61497,2019-07-23 15:24:00,1.9644858559,2.0132681694,-46.080073655,-52.096564335,-52.297770625,-46.080073655,-48.214792899,"col1"
"61498",61498,2019-07-23 15:24:01,1.9482077166,2.0142661883,-47.352739464,-45.319416285,-52.104275154,-47.352739464,-48.721176219,"col1"
"61499",61499,2019-07-23 15:24:02,1.9482077166,2.0142661883,-47.352739464,-45.319416285,-52.104275154,-47.352739464,-48.721176219,"col1"
"61500",61500,2019-07-23 15:24:03,1.9482077166,2.0142661883,-47.352739464,-45.319416285,-52.104275154,-47.352739464,-48.721176219,"col1"
"61501",61501,2019-07-23 15:24:03,1.9482077166,2.0142661883,-47.352739464,-45.319416285,-52.104275154,-47.352739464,-48.721176219,"col1"
"61502",61502,2019-07-23 15:24:04,1.9685207192,2.0166966633,-51.745675084,-56.681950397,-52.946754592,-51.745675084,-48.906779216,"col1"
"61503",61503,2019-07-23 15:24:06,1.9685207192,2.0166966633,-51.745675084,-56.681950397,-52.946754592,-51.745675084,-48.906779216,"col1"
"61504",61504,2019-07-23 15:24:06,1.9685207192,2.0166966633,-51.745675084,-56.681950397,-52.946754592,-51.745675084,-48.906779216,"col1"
"61505",61505,2019-07-23 15:24:07,1.9685207192,2.0166966633,-51.745675084,-56.681950397,-52.946754592,-51.745675084,-48.906779216,"col1"
"61506",61506,2019-07-23 15:24:08,1.9691316548,2.0190109378,-43.433594864,-48.764508816,-51.990370546,-43.433594864,-47.887907481,"col1"
"61507",61507,2019-07-23 15:24:09,1.9691316548,2.0190109378,-43.433594864,-48.764508816,-51.990370546,-43.433594864,-47.887907481,"col1"
"61508",61508,2019-07-23 15:24:10,1.9691316548,2.0190109378,-43.433594864,-48.764508816,-51.990370546,-43.433594864,-47.887907481,"col1"
"61509",61509,2019-07-23 15:24:10,1.9691316548,2.0190109378,-43.433594864,-48.764508816,-51.990370546,-43.433594864,-47.887907481,"col1"
"61510",61510,2019-07-23 15:24:11,1.9750576065,2.0208638844,-50.576187101,-56.839026148,-52.480728602,-50.576187101,-48.063307938,"col1"
"61511",61511,2019-07-23 15:24:13,1.9750576065,2.0208638844,-50.576187101,-56.839026148,-52.480728602,-50.576187101,-48.063307938,"col1"
"61512",61512,2019-07-23 15:24:13,1.9750576065,2.0208638844,-50.576187101,-56.839026148,-52.480728602,-50.576187101,-48.063307938,"col1"
"61513",61513,2019-07-23 15:24:14,1.9750576065,2.0208638844,-50.576187101,-56.839026148,-52.480728602,-50.576187101,-48.063307938,"col1"
"61514",61514,2019-07-23 15:24:15,1.9689655096,2.0224257863,-52.550876146,-54.432333513,-52.638209668,-52.550876146,-48.569948485,"col1"
"61515",61515,2019-07-23 15:24:16,1.9689655096,2.0224257863,-52.550876146,-54.432333513,-52.638209668,-52.550876146,-48.569948485,"col1"
"61516",61516,2019-07-23 15:24:17,1.9689655096,2.0224257863,-52.550876146,-54.432333513,-52.638209668,-52.550876146,-48.569948485,"col1"
"61517",61517,2019-07-23 15:24:17,1.9689655096,2.0224257863,-52.550876146,-54.432333513,-52.638209668,-52.550876146,-48.569948485,"col1"
"61518",61518,2019-07-23 15:24:18,1.9703450243,2.0228650464,-48.463577734,-52.290342187,-52.542371146,-48.463577734,-48.65004093,"col1"
"61519",61519,2019-07-23 15:24:20,1.9703450243,2.0228650464,-48.463577734,-52.290342187,-52.542371146,-48.463577734,-48.65004093,"col1"
"61520",61520,2019-07-23 15:24:20,1.9703450243,2.0228650464,-48.463577734,-52.290342187,-52.542371146,-48.463577734,-48.65004093,"col1"
"61521",61521,2019-07-23 15:24:21,1.9703450243,2.0228650464,-48.463577734,-52.290342187,-52.542371146,-48.463577734,-48.65004093,"col1"
"61522",61522,2019-07-23 15:24:22,1.9672756589,2.0235113193,-45.993694605,-47.352126745,-51.85232643,-45.993694605,-48.362198712,"col1"
"61523",61523,2019-07-23 15:24:23,1.9672756589,2.0235113193,-45.993694605,-47.352126745,-51.85232643,-45.993694605,-48.362198712,"col1"
"61524",61524,2019-07-23 15:24:24,1.9672756589,2.0235113193,-45.993694605,-47.352126745,-51.85232643,-45.993694605,-48.362198712,"col1"
"61525",61525,2019-07-23 15:24:24,1.9672756589,2.0235113193,-45.993694605,-47.352126745,-51.85232643,-45.993694605,-48.362198712,"col1"
"61526",61526,2019-07-23 15:24:25,1.9742423675,2.0249982539,-53.181047778,-56.176714805,-52.216998137,-53.181047778,-48.819718492,"col1"
"61527",61527,2019-07-23 15:24:27,1.9742423675,2.0249982539,-53.181047778,-56.176714805,-52.216998137,-53.181047778,-48.819718492,"col1"
"61528",61528,2019-07-23 15:24:27,1.9742423675,2.0249982539,-53.181047778,-56.176714805,-52.216998137,-53.181047778,-48.819718492,"col1"
"61529",61529,2019-07-23 15:24:28,1.9742423675,2.0249982539,-53.181047778,-56.176714805,-52.216998137,-53.181047778,-48.819718492,"col1"
"61530",61530,2019-07-23 15:24:29,1.9662850844,2.024827519,-50.348025968,-51.305541562,-52.129106718,-50.348025968,-49.293935416,"col1"
"61531",61531,2019-07-23 15:24:30,1.9662850844,2.024827519,-50.348025968,-51.305541562,-52.129106718,-50.348025968,-49.293935416,"col1"
"61532",61532,2019-07-23 15:24:31,1.9662850844,2.024827519,-50.348025968,-51.305541562,-52.129106718,-50.348025968,-49.293935416,"col1"
"61533",61533,2019-07-23 15:24:31,1.9662850844,2.024827519,-50.348025968,-51.305541562,-52.129106718,-50.348025968,-49.293935416,"col1"
"61534",61534,2019-07-23 15:24:32,1.9609336132,2.0245152711,-42.08479845,-40.881526537,-51.636007857,-42.08479845,-48.708608636,"col1"
"61535",61535,2019-07-23 15:24:34,1.9609336132,2.0245152711,-42.08479845,-40.881526537,-51.636007857,-42.08479845,-48.708608636,"col1"
