"","DateTime","uS","Temp_C","Station"
"1",2019-07-16 13:00:00,4,25.6522222222222,"1"
"2",2019-07-16 13:15:00,26.9,25.2422222222222,"1"
"3",2019-07-16 13:30:00,26.9,26.2422222222222,"1"
"4",2019-07-16 13:45:00,1.7,25.8822222222222,"1"
"5",2019-07-16 14:00:00,26.9,25.9722222222222,"1"
"6",2019-07-16 14:15:00,26.9,25.4322222222222,"1"
"7",2019-07-16 14:30:00,4,25.2922222222222,"1"
"8",2019-07-16 14:45:00,1.7,25.4922222222222,"1"
"9",2019-07-16 15:00:00,4,26.2622222222222,"1"
"10",2019-07-16 15:15:00,-1.7,26.8922222222222,"1"
"11",2019-07-16 15:30:00,-1.7,27.2222222222222,"1"
"12",2019-07-16 15:45:00,-1.7,27.3422222222222,"1"
"13",2019-07-16 16:00:00,-1.7,27.6822222222222,"1"
"14",2019-07-16 16:15:00,-1.7,27.5822222222222,"1"
"15",2019-07-16 16:30:00,-1.7,27.1122222222222,"1"
"16",2019-07-16 16:45:00,-1.7,26.6622222222222,"1"
"17",2019-07-16 17:00:00,4,26.2322222222222,"1"
"18",2019-07-16 17:15:00,-1.7,25.6722222222222,"1"
"19",2019-07-16 17:30:00,-1.7,25.0922222222222,"1"
"20",2019-07-16 17:45:00,-1.7,25.0022222222222,"1"
"21",2019-07-16 18:00:00,-1.6,24.7922222222222,"1"
"22",2019-07-16 18:15:00,-1.6,24.3922222222222,"1"
"23",2019-07-16 18:30:00,4,24.1022222222222,"1"
"24",2019-07-16 18:45:00,1.7,23.8322222222222,"1"
"25",2019-07-16 19:00:00,-1.6,23.6222222222222,"1"
"26",2019-07-16 19:15:00,-1.6,23.5822222222222,"1"
"27",2019-07-16 19:30:00,1.7,23.4722222222222,"1"
"28",2019-07-16 19:45:00,4,23.5322222222222,"1"
"29",2019-07-16 20:00:00,-1.6,23.4722222222222,"1"
"30",2019-07-16 20:15:00,26.9,23.5322222222222,"1"
"31",2019-07-16 20:30:00,1.7,23.8022222222222,"1"
"32",2019-07-16 20:45:00,-1.6,23.8722222222222,"1"
"33",2019-07-16 21:00:00,-1.6,23.5322222222222,"1"
"34",2019-07-16 21:15:00,4,23.5422222222222,"1"
"35",2019-07-16 21:30:00,-1.6,23.4722222222222,"1"
"36",2019-07-16 21:45:00,-1.6,23.3822222222222,"1"
"37",2019-07-16 22:00:00,-1.6,23.2422222222222,"1"
"38",2019-07-16 22:15:00,4,23.2922222222222,"1"
"39",2019-07-16 22:30:00,4,23.2922222222222,"1"
"40",2019-07-16 22:45:00,4,23.2622222222222,"1"
"41",2019-07-16 23:00:00,4,23.2222222222222,"1"
"42",2019-07-16 23:15:00,1.7,22.9922222222222,"1"
"43",2019-07-16 23:30:00,4,23.0022222222222,"1"
"44",2019-07-16 23:45:00,4,22.8422222222222,"1"
"45",2019-07-17 00:00:00,-1.6,22.7322222222222,"1"
"46",2019-07-17 00:15:00,4,22.6422222222222,"1"
"47",2019-07-17 00:30:00,4,22.6422222222222,"1"
"48",2019-07-17 00:45:00,4,22.7022222222222,"1"
"49",2019-07-17 01:00:00,-1.6,22.7722222222222,"1"
"50",2019-07-17 01:15:00,4,22.8122222222222,"1"
"51",2019-07-17 01:30:00,4,22.8422222222222,"1"
"52",2019-07-17 01:45:00,-1.6,22.6322222222222,"1"
"53",2019-07-17 02:00:00,27,22.5222222222222,"1"
"54",2019-07-17 02:15:00,4,22.4522222222222,"1"
"55",2019-07-17 02:30:00,4,22.2122222222222,"1"
"56",2019-07-17 02:45:00,4,22.2122222222222,"1"
"57",2019-07-17 03:00:00,4,22.1222222222222,"1"
"58",2019-07-17 03:15:00,-1.6,22.1822222222222,"1"
"59",2019-07-17 03:30:00,27,22.0322222222222,"1"
"60",2019-07-17 03:45:00,4,21.9822222222222,"1"
"61",2019-07-17 04:00:00,-1.6,21.8322222222222,"1"
"62",2019-07-17 04:15:00,4,21.6722222222222,"1"
"63",2019-07-17 04:30:00,4,21.6422222222222,"1"
"64",2019-07-17 04:45:00,-1.6,21.6922222222222,"1"
"65",2019-07-17 05:00:00,-1.6,21.6222222222222,"1"
"66",2019-07-17 05:15:00,1.7,21.6422222222222,"1"
"67",2019-07-17 05:30:00,4,21.4222222222222,"1"
"68",2019-07-17 05:45:00,4,21.3122222222222,"1"
"69",2019-07-17 06:00:00,-1.6,21.3822222222222,"1"
"70",2019-07-17 06:15:00,4,21.4622222222222,"1"
"71",2019-07-17 06:30:00,4,21.2622222222222,"1"
"72",2019-07-17 06:45:00,-1.6,21.4622222222222,"1"
"73",2019-07-17 07:00:00,4,21.4722222222222,"1"
"74",2019-07-17 07:15:00,-1.6,21.5322222222222,"1"
"75",2019-07-17 07:30:00,-1.6,21.7822222222222,"1"
"76",2019-07-17 07:45:00,4,22.0022222222222,"1"
"77",2019-07-17 08:00:00,-1.6,22.0722222222222,"1"
"78",2019-07-17 08:15:00,4,22.1922222222222,"1"
"79",2019-07-17 08:30:00,4,22.4822222222222,"1"
"80",2019-07-17 08:45:00,-1.6,22.5922222222222,"1"
"81",2019-07-17 09:00:00,1.7,22.5522222222222,"1"
"82",2019-07-17 09:15:00,-1.6,22.5222222222222,"1"
"83",2019-07-17 09:30:00,-1.6,22.5922222222222,"1"
"84",2019-07-17 09:45:00,4,23.2222222222222,"1"
"85",2019-07-17 10:00:00,-1.6,23.6922222222222,"1"
"86",2019-07-17 10:15:00,-1.6,23.8122222222222,"1"
"87",2019-07-17 10:30:00,-1.6,23.8022222222222,"1"
"88",2019-07-17 10:45:00,4,23.6222222222222,"1"
"89",2019-07-17 11:00:00,-1.6,24.5522222222222,"1"
"90",2019-07-17 11:15:00,-1.6,24.7922222222222,"1"
"91",2019-07-17 11:30:00,4,25.7422222222222,"1"
"92",2019-07-17 11:45:00,4,26.5922222222222,"1"
"93",2019-07-17 12:00:00,-1.7,27.2222222222222,"1"
"94",2019-07-17 12:15:00,26.9,27.2222222222222,"1"
"95",2019-07-17 12:30:00,-1.7,26.7522222222222,"1"
"96",2019-07-17 12:45:00,4,26.8422222222222,"1"
"97",2019-07-17 13:00:00,-1.7,27.0422222222222,"1"
"98",2019-07-17 13:15:00,4,27.0722222222222,"1"
"99",2019-07-17 13:30:00,4,27.5622222222222,"1"
"100",2019-07-17 13:45:00,-1.7,27.7022222222222,"1"
"101",2019-07-17 14:00:00,4,27.8622222222222,"1"
"102",2019-07-17 14:15:00,4,27.9522222222222,"1"
"103",2019-07-17 14:30:00,26.9,28.4622222222222,"1"
"104",2019-07-17 14:45:00,4,28.7622222222222,"1"
"105",2019-07-17 15:00:00,-1.7,28.0822222222222,"1"
"106",2019-07-17 15:15:00,1.7,28.1722222222222,"1"
"107",2019-07-17 15:30:00,-1.7,28.7322222222222,"1"
"108",2019-07-17 15:45:00,-1.7,28.5822222222222,"1"
"109",2019-07-17 16:00:00,26.9,28.3522222222222,"1"
"110",2019-07-17 16:15:00,4,27.9222222222222,"1"
"111",2019-07-17 16:30:00,26.9,27.4322222222222,"1"
"112",2019-07-17 16:45:00,-1.7,27.2722222222222,"1"
"113",2019-07-17 17:00:00,1.7,27.0422222222222,"1"
"114",2019-07-17 17:15:00,4,26.5922222222222,"1"
"115",2019-07-17 17:30:00,4,26.1222222222222,"1"
"116",2019-07-17 17:45:00,4,25.9622222222222,"1"
"117",2019-07-17 18:00:00,4,25.2422222222222,"1"
"118",2019-07-17 18:15:00,26.9,24.7922222222222,"1"
"119",2019-07-17 18:30:00,4,24.3422222222222,"1"
"120",2019-07-17 18:45:00,4,23.9822222222222,"1"
"121",2019-07-17 19:00:00,4,23.7622222222222,"1"
"122",2019-07-17 19:15:00,4,23.3822222222222,"1"
"123",2019-07-17 19:30:00,27,22.7722222222222,"1"
"124",2019-07-17 19:45:00,4,22.7222222222222,"1"
"125",2019-07-17 20:00:00,4,22.5522222222222,"1"
"126",2019-07-17 20:15:00,-1.6,22.3022222222222,"1"
"127",2019-07-17 20:30:00,4,22.2722222222222,"1"
"128",2019-07-17 20:45:00,1.7,22.2822222222222,"1"
"129",2019-07-17 21:00:00,4,22.2722222222222,"1"
"130",2019-07-17 21:15:00,1.7,22.1422222222222,"1"
"131",2019-07-17 21:30:00,4,22.1222222222222,"1"
"132",2019-07-17 21:45:00,-1.6,21.7822222222222,"1"
"133",2019-07-17 22:00:00,4,21.7422222222222,"1"
"134",2019-07-17 22:15:00,4,21.6422222222222,"1"
"135",2019-07-17 22:30:00,-1.6,21.8222222222222,"1"
"136",2019-07-17 22:45:00,27,21.8322222222222,"1"
"137",2019-07-17 23:00:00,-1.6,21.7822222222222,"1"
"138",2019-07-17 23:15:00,-1.6,21.8222222222222,"1"
"139",2019-07-17 23:30:00,4,21.6922222222222,"1"
"140",2019-07-17 23:45:00,-1.6,21.4022222222222,"1"
"141",2019-07-18 00:00:00,-1.6,21.2222222222222,"1"
"142",2019-07-18 00:15:00,27,21.1022222222222,"1"
"143",2019-07-18 00:30:00,1.7,20.9522222222222,"1"
"144",2019-07-18 00:45:00,1.7,20.7522222222222,"1"
"145",2019-07-18 01:00:00,-1.6,20.5922222222222,"1"
"146",2019-07-18 01:15:00,1.7,20.5922222222222,"1"
"147",2019-07-18 01:30:00,1.7,20.3822222222222,"1"
"148",2019-07-18 01:45:00,1.7,20.3022222222222,"1"
"149",2019-07-18 02:00:00,-1.6,20.3622222222222,"1"
"150",2019-07-18 02:15:00,4,20.3022222222222,"1"
"151",2019-07-18 02:30:00,27,20.2722222222222,"1"
"152",2019-07-18 02:45:00,1.7,20.4122222222222,"1"
"153",2019-07-18 03:00:00,27,20.4122222222222,"1"
"154",2019-07-18 03:15:00,-1.6,20.5722222222222,"1"
"155",2019-07-18 03:30:00,4,20.5422222222222,"1"
"156",2019-07-18 03:45:00,27,20.5922222222222,"1"
"157",2019-07-18 04:00:00,4,20.6822222222222,"1"
"158",2019-07-18 04:15:00,-1.6,20.6122222222222,"1"
"159",2019-07-18 04:30:00,-1.6,20.5722222222222,"1"
"160",2019-07-18 04:45:00,-1.6,20.6122222222222,"1"
"161",2019-07-18 05:00:00,4,20.7422222222222,"1"
"162",2019-07-18 05:15:00,-1.6,20.8122222222222,"1"
"163",2019-07-18 05:30:00,4,20.9022222222222,"1"
"164",2019-07-18 05:45:00,-1.6,20.8622222222222,"1"
"165",2019-07-18 06:00:00,-1.6,20.8622222222222,"1"
"166",2019-07-18 06:15:00,1.7,20.8822222222222,"1"
"167",2019-07-18 06:30:00,1.7,20.9322222222222,"1"
"168",2019-07-18 06:45:00,27,21.0422222222222,"1"
"169",2019-07-18 07:00:00,1.7,21.0422222222222,"1"
"170",2019-07-18 07:15:00,4,21.1922222222222,"1"
"171",2019-07-18 07:30:00,27,21.2922222222222,"1"
"172",2019-07-18 07:45:00,-1.6,21.2622222222222,"1"
"173",2019-07-18 08:00:00,1.7,21.4022222222222,"1"
"174",2019-07-18 08:15:00,1.7,21.5522222222222,"1"
"175",2019-07-18 08:30:00,4,21.4722222222222,"1"
"176",2019-07-18 08:45:00,4,21.7822222222222,"1"
"177",2019-07-18 09:00:00,-1.6,22.6422222222222,"1"
"178",2019-07-18 09:15:00,-1.6,23.0222222222222,"1"
"179",2019-07-18 09:30:00,1.7,23.2922222222222,"1"
"180",2019-07-18 09:45:00,1.7,24.0122222222222,"1"
"181",2019-07-18 10:00:00,-1.6,24.3222222222222,"1"
"182",2019-07-18 10:15:00,-1.7,25.0622222222222,"1"
"183",2019-07-18 10:30:00,1.7,25.3422222222222,"1"
"184",2019-07-18 10:45:00,4,25.7922222222222,"1"
"185",2019-07-18 11:00:00,-1.7,26.5322222222222,"1"
"186",2019-07-18 11:15:00,4,26.9322222222222,"1"
"187",2019-07-18 11:30:00,26.9,27.2722222222222,"1"
"188",2019-07-18 11:45:00,26.9,27.4122222222222,"1"
"189",2019-07-18 12:00:00,-1.7,27.2522222222222,"1"
"190",2019-07-18 12:15:00,26.9,28.0622222222222,"1"
"191",2019-07-18 12:30:00,26.8,29.1822222222222,"1"
"192",2019-07-18 12:45:00,4,29.7222222222222,"1"
"193",2019-07-18 13:00:00,1.7,29.5422222222222,"1"
"194",2019-07-18 13:15:00,26.8,28.9822222222222,"1"
"195",2019-07-18 13:30:00,4,28.8222222222222,"1"
"196",2019-07-18 13:45:00,26.8,29.4822222222222,"1"
"197",2019-07-18 14:00:00,4,29.3022222222222,"1"
"198",2019-07-18 14:15:00,4,28.4622222222222,"1"
"199",2019-07-18 14:30:00,4,28.4422222222222,"1"
"200",2019-07-18 14:45:00,6.6,33.4622222222222,"1"
"201",2019-07-18 15:00:00,6.9,33.7122222222222,"1"
"202",2019-07-18 15:15:00,6.9,33.8822222222222,"1"
"203",2019-07-18 15:30:00,6.9,33.8922222222222,"1"
"204",2019-07-18 15:45:00,6.9,33.9722222222222,"1"
"205",2019-07-18 16:00:00,6.6,33.9722222222222,"1"
"206",2019-07-18 16:15:00,6.6,33.8022222222222,"1"
"207",2019-07-18 16:30:00,6.9,33.6822222222222,"1"
"208",2019-07-18 16:45:00,6.6,33.5722222222222,"1"
"209",2019-07-18 17:00:00,6.9,33.1422222222222,"1"
"210",2019-07-18 17:15:00,6.6,32.6922222222222,"1"
"211",2019-07-18 17:30:00,6.9,32.2922222222222,"1"
"212",2019-07-18 17:45:00,6.9,31.9922222222222,"1"
"213",2019-07-18 18:00:00,6.9,31.6122222222222,"1"
"214",2019-07-18 18:15:00,7,31.2522222222222,"1"
"215",2019-07-18 18:30:00,7,30.8922222222222,"1"
"216",2019-07-18 18:45:00,7,30.5622222222222,"1"
"217",2019-07-18 19:00:00,7,30.3322222222222,"1"
"218",2019-07-18 19:15:00,7,30.0422222222222,"1"
"219",2019-07-18 19:30:00,7,29.8322222222222,"1"
"220",2019-07-18 19:45:00,7,29.6122222222222,"1"
"221",2019-07-18 20:00:00,7,29.4122222222222,"1"
"222",2019-07-18 20:15:00,7,29.2722222222222,"1"
"223",2019-07-18 20:30:00,7,29.0522222222222,"1"
"224",2019-07-18 20:45:00,7,28.8922222222222,"1"
"225",2019-07-18 21:00:00,7,28.7622222222222,"1"
"226",2019-07-18 21:15:00,7,28.5822222222222,"1"
"227",2019-07-18 21:30:00,7,28.3922222222222,"1"
"228",2019-07-18 21:45:00,7,28.2422222222222,"1"
"229",2019-07-18 22:00:00,7,28.0822222222222,"1"
"230",2019-07-18 22:15:00,7,27.9222222222222,"1"
"231",2019-07-18 22:30:00,7,27.7222222222222,"1"
"232",2019-07-18 22:45:00,7,27.5622222222222,"1"
"233",2019-07-18 23:00:00,7,27.4122222222222,"1"
"234",2019-07-18 23:15:00,7,27.2922222222222,"1"
"235",2019-07-18 23:30:00,7,27.1322222222222,"1"
"236",2019-07-18 23:45:00,7,26.9622222222222,"1"
"237",2019-07-19 00:00:00,7,26.8622222222222,"1"
"238",2019-07-19 00:15:00,7,26.7522222222222,"1"
"239",2019-07-19 00:30:00,7,26.6922222222222,"1"
"240",2019-07-19 00:45:00,7,26.6622222222222,"1"
