DateTime,airTemp_c
7/2/2019 22:35,5.600109
7/2/2019 22:40,5.584541
7/2/2019 22:45,5.634939
7/2/2019 22:50,5.668791
7/2/2019 22:55,5.616212
7/2/2019 23:00,5.570528
7/2/2019 23:05,5.615302
7/2/2019 23:10,5.689051
7/2/2019 23:15,5.723314
7/2/2019 23:20,5.761056
7/2/2019 23:25,5.713235
7/2/2019 23:30,5.671885
7/2/2019 23:35,5.699692
7/2/2019 23:40,5.683958
7/2/2019 23:45,5.661857
7/2/2019 23:50,5.643562
7/2/2019 23:55,5.556055
7/3/2019 0:00,5.427445
7/3/2019 0:05,5.286066
7/3/2019 0:10,5.157639
7/3/2019 0:15,4.988743
7/3/2019 0:20,4.809233
7/3/2019 0:25,4.738611
7/3/2019 0:30,4.699618
7/3/2019 0:35,4.664365
7/3/2019 0:40,4.624804
7/3/2019 0:45,4.564636
7/3/2019 0:50,4.492223
7/3/2019 0:55,4.444083
7/3/2019 1:00,4.36756
7/3/2019 1:05,4.305606
7/3/2019 1:10,4.216943
7/3/2019 1:15,4.190897
7/3/2019 1:20,4.216666
7/3/2019 1:25,4.202838
7/3/2019 1:30,4.160903
7/3/2019 1:35,4.205969
7/3/2019 1:40,4.316992
7/3/2019 1:45,4.313838
7/3/2019 1:50,4.342677
7/3/2019 1:55,4.366463
7/3/2019 2:00,4.330778
7/3/2019 2:05,4.317797
7/3/2019 2:10,4.299472
7/3/2019 2:15,4.270258
7/3/2019 2:20,4.22876
7/3/2019 2:25,4.200891
7/3/2019 2:30,4.210879
7/3/2019 2:35,4.199707
7/3/2019 2:40,4.169042
7/3/2019 2:45,4.118602
7/3/2019 2:50,4.112492
7/3/2019 2:55,4.124428
7/3/2019 3:00,4.150078
7/3/2019 3:05,4.093448
7/3/2019 3:10,4.096989
7/3/2019 3:15,4.134958
7/3/2019 3:20,4.159529
7/3/2019 3:25,4.193205
7/3/2019 3:30,4.192907
7/3/2019 3:35,4.260642
7/3/2019 3:40,4.259494
7/3/2019 3:45,4.206244
7/3/2019 3:50,4.176136
7/3/2019 3:55,4.119814
7/3/2019 4:00,4.110626
7/3/2019 4:05,4.090207
7/3/2019 4:10,4.117882
7/3/2019 4:15,4.104912
7/3/2019 4:20,4.132569
7/3/2019 4:25,4.075079
7/3/2019 4:30,4.093238
7/3/2019 4:35,4.152717
7/3/2019 4:40,4.026098
7/3/2019 4:45,4.041483
7/3/2019 4:50,4.007799
7/3/2019 4:55,4.017206
7/3/2019 5:00,4.047246
7/3/2019 5:05,4.062284
7/3/2019 5:10,4.049406
7/3/2019 5:15,4.067362
7/3/2019 5:20,4.08947
7/3/2019 5:25,4.120567
7/3/2019 5:30,4.119765
7/3/2019 5:35,4.155532
7/3/2019 5:40,4.157464
7/3/2019 5:45,4.217408
7/3/2019 5:50,4.245672
7/3/2019 5:55,4.238721
7/3/2019 6:00,4.24888
7/3/2019 6:05,4.250161
7/3/2019 6:10,4.266068
7/3/2019 6:15,4.311154
7/3/2019 6:20,4.358548
7/3/2019 6:25,4.389781
7/3/2019 6:30,4.517064
7/3/2019 6:35,4.492794
7/3/2019 6:40,4.503181
7/3/2019 6:45,4.498034
7/3/2019 6:50,4.52343
7/3/2019 6:55,4.530714
7/3/2019 7:00,4.569756
7/3/2019 7:05,4.673991
7/3/2019 7:10,4.791401
7/3/2019 7:15,4.921206
7/3/2019 7:20,5.056482
7/3/2019 7:25,5.241581
7/3/2019 7:30,5.37852
7/3/2019 7:35,5.572822
7/3/2019 7:40,5.754121
7/3/2019 7:45,5.965983
7/3/2019 7:50,6.07857
7/3/2019 7:55,6.306386
7/3/2019 8:00,6.595766
7/3/2019 8:05,7.04596
7/3/2019 8:10,7.469071
7/3/2019 8:15,7.727433
7/3/2019 8:20,7.903362
7/3/2019 8:25,8.011959
7/3/2019 8:30,7.921576
7/3/2019 8:35,8.004543
7/3/2019 8:40,8.247008
7/3/2019 8:45,8.414334
7/3/2019 8:50,8.6251
7/3/2019 8:55,8.554602
7/3/2019 9:00,8.738788
7/3/2019 9:05,9.301064
7/3/2019 9:10,9.640414
7/3/2019 9:15,9.771001
7/3/2019 9:20,9.453156
7/3/2019 9:25,9.020037
7/3/2019 9:30,9.049975
7/3/2019 9:35,9.048247
7/3/2019 9:40,9.232003
7/3/2019 9:45,9.277754
7/3/2019 9:50,9.306853
7/3/2019 9:55,9.522542
7/3/2019 10:00,9.578954
7/3/2019 10:05,9.596257
7/3/2019 10:10,9.668858
7/3/2019 10:15,9.703259
7/3/2019 10:20,9.692648
7/3/2019 10:25,9.885319
7/3/2019 10:30,10.38685
7/3/2019 10:35,10.5891
7/3/2019 10:40,10.88147
7/3/2019 10:45,11.12908
7/3/2019 10:50,11.47436
7/3/2019 10:55,11.53961
7/3/2019 11:00,11.46941
7/3/2019 11:05,11.60705
7/3/2019 11:10,11.715
7/3/2019 11:15,11.60638
7/3/2019 11:20,11.35243
7/3/2019 11:25,10.95553
7/3/2019 11:30,11.14475
7/3/2019 11:35,11.27613
7/3/2019 11:40,11.19508
7/3/2019 11:45,11.0995
7/3/2019 11:50,11.45043
7/3/2019 11:55,11.45118
7/3/2019 12:00,11.52108
7/3/2019 12:05,11.96872
7/3/2019 12:10,11.69384
7/3/2019 12:15,11.83719
7/3/2019 12:20,11.68884
7/3/2019 12:25,11.5176
7/3/2019 12:30,11.53319
7/3/2019 12:35,11.34651
7/3/2019 12:40,11.39368
7/3/2019 12:45,11.29635
7/3/2019 12:50,11.41119
7/3/2019 12:55,11.20076
7/3/2019 13:00,11.28488
7/3/2019 13:05,11.0679
7/3/2019 13:10,11.16212
7/3/2019 13:15,11.20009
7/3/2019 13:20,11.41918
7/3/2019 13:25,11.37965
7/3/2019 13:30,11.25494
7/3/2019 13:35,11.18692
7/3/2019 13:40,11.34949
7/3/2019 13:45,11.25479
7/3/2019 13:50,11.32746
7/3/2019 13:55,11.43713
7/3/2019 14:00,10.98863
7/3/2019 14:05,11.26021
7/3/2019 14:10,11.12465
7/3/2019 14:15,11.25145
7/3/2019 14:20,11.72719
7/3/2019 14:25,11.45232
7/3/2019 14:30,11.59062
7/3/2019 14:35,11.94906
7/3/2019 14:40,12.13824
7/3/2019 14:45,11.83826
7/3/2019 14:50,11.63682
7/3/2019 14:55,11.35241
7/3/2019 15:00,11.23076
7/3/2019 15:05,11.63414
7/3/2019 15:10,11.18244
7/3/2019 15:15,10.90356
7/3/2019 15:20,10.52295
7/3/2019 15:25,10.64187
7/3/2019 15:30,10.9002
7/3/2019 15:35,10.76208
7/3/2019 15:40,11.02374
7/3/2019 15:45,10.92559
7/3/2019 15:50,11.29871
7/3/2019 15:55,11.1485
7/3/2019 16:00,10.6436
7/3/2019 16:05,10.18042
7/3/2019 16:10,9.774879
7/3/2019 16:15,9.650167
7/3/2019 16:20,9.4669
7/3/2019 16:25,9.322652
7/3/2019 16:30,9.317004
7/3/2019 16:35,9.208725
7/3/2019 16:40,8.792439
7/3/2019 16:45,8.886453
7/3/2019 16:50,8.786041
7/3/2019 16:55,8.635675
7/3/2019 17:00,8.520789
7/3/2019 17:05,8.44182
7/3/2019 17:10,8.437112
7/3/2019 17:15,8.32008
7/3/2019 17:20,8.382196
7/3/2019 17:25,8.269715
7/3/2019 17:30,8.314451
7/3/2019 17:35,8.245739
7/3/2019 17:40,8.235731
7/3/2019 17:45,8.227423
7/3/2019 17:50,8.108819
7/3/2019 17:55,8.048441
7/3/2019 18:00,8.01229
7/3/2019 18:05,7.992074
7/3/2019 18:10,7.946118
7/3/2019 18:15,7.940546
7/3/2019 18:20,7.90776
7/3/2019 18:25,7.882277
7/3/2019 18:30,7.881997
7/3/2019 18:35,7.937535
7/3/2019 18:40,7.961496
7/3/2019 18:45,7.917104
7/3/2019 18:50,7.84405
7/3/2019 18:55,7.776891
7/3/2019 19:00,7.6966
7/3/2019 19:05,7.61779
7/3/2019 19:10,7.654313
7/3/2019 19:15,7.607979
7/3/2019 19:20,7.588397
7/3/2019 19:25,7.686148
7/3/2019 19:30,7.710661
7/3/2019 19:35,7.651708
7/3/2019 19:40,7.630041
7/3/2019 19:45,7.69797
7/3/2019 19:50,7.665718
7/3/2019 19:55,7.702549
7/3/2019 20:00,7.640646
7/3/2019 20:05,7.591222
7/3/2019 20:10,7.59686
7/3/2019 20:15,7.578207
7/3/2019 20:20,7.531093
7/3/2019 20:25,7.517236
7/3/2019 20:30,7.463857
7/3/2019 20:35,7.454781
7/3/2019 20:40,7.462222
7/3/2019 20:45,7.412657
7/3/2019 20:50,7.422283
7/3/2019 20:55,7.349512
7/3/2019 21:00,7.338605
7/3/2019 21:05,7.418864
7/3/2019 21:10,7.369572
7/3/2019 21:15,7.379396
7/3/2019 21:20,7.363283
7/3/2019 21:25,7.283729
7/3/2019 21:30,7.298352
7/3/2019 21:35,7.304327
7/3/2019 21:40,7.292371
7/3/2019 21:45,7.311968
7/3/2019 21:50,7.361557
7/3/2019 21:55,7.337517
7/3/2019 22:00,7.354351
7/3/2019 22:05,7.264
7/3/2019 22:10,7.256794
7/3/2019 22:15,7.301261
7/3/2019 22:20,7.326399
7/3/2019 22:25,7.298308
7/3/2019 22:30,7.383385
7/3/2019 22:35,7.288394
7/3/2019 22:40,7.270275
7/3/2019 22:45,7.248489
7/3/2019 22:50,7.22986
7/3/2019 22:55,7.213044
7/3/2019 23:00,7.203826
7/3/2019 23:05,7.240385
7/3/2019 23:10,7.247821
7/3/2019 23:15,7.250861
7/3/2019 23:20,7.184148
7/3/2019 23:25,7.129239
7/3/2019 23:30,7.102063
7/3/2019 23:35,6.989405
7/3/2019 23:40,6.958471
7/3/2019 23:45,7.025473
7/3/2019 23:50,6.980764
7/3/2019 23:55,6.96369
7/4/2019 0:00,6.998904
7/4/2019 0:05,7.017206
7/4/2019 0:10,6.980143
7/4/2019 0:15,6.971605
7/4/2019 0:20,6.983514
7/4/2019 0:25,6.951665
7/4/2019 0:30,6.939125
7/4/2019 0:35,6.892131
