,DateTime,Turbidity_NTU,Chlorophylla_ug/L,Phycocyanin_ppb,CDOM_ppb,Depth_m,Temp_C,,
380,7/15/2019 7:15,1649.33,3.08,1524.28,39.97,0.55,4.49,,
381,7/15/2019 7:30,1526.09,3.05,755.22,39.52,0.55,4.53,,
382,7/15/2019 7:45,1470.35,3.1,911.38,39.9,0.62,4.58,,
383,7/15/2019 8:00,2015.67,3.09,414.23,39.53,0.62,4.61,,
384,7/15/2019 8:15,2613.54,3.05,1061.74,40.02,0.62,4.62,,
385,7/15/2019 8:30,2861.09,3.11,1371.99,41.25,0.62,4.71,,
386,7/15/2019 8:45,2861.09,3,733.76,41.07,0.62,4.79,,
387,7/15/2019 9:00,2861.09,3.07,400.24,41.29,0.62,4.95,,
388,7/15/2019 9:15,2861.09,3.1,791.21,41.24,0.62,5.04,,
389,7/15/2019 9:30,2861.09,3.18,147.17,41.86,0.55,5.12,,
390,7/15/2019 9:45,2860.91,3.09,950.7,41.43,0.62,5.11,,
391,7/15/2019 10:00,2379.7,3.11,1133.87,40.82,0.62,5.16,,
392,7/15/2019 10:15,1243.81,3.07,242.69,41.53,0.62,5.14,,
393,7/15/2019 10:30,1077.47,3.08,327.84,40.47,0.62,5.22,,
394,7/15/2019 10:45,998.58,3.02,384.46,40.83,0.62,5.23,,
395,7/15/2019 11:00,948.71,3.1,239.51,40.92,0.62,5.39,,
396,7/15/2019 11:19,279.22,3.17,477.36,41.52,0.76,5.52,,
397,7/15/2019 11:34,1004.63,3.16,538.14,41.37,0.82,5.63,,
398,7/15/2019 11:49,961.35,3.12,670.63,40.88,0.89,5.84,,
399,7/15/2019 12:04,979.34,3.11,412.01,40.81,0.89,6.09,,
400,7/15/2019 12:19,945.15,3.17,540.21,41.61,0.82,6.36,,
401,7/15/2019 12:34,892.07,3.22,897.82,41.66,0.89,6.45,,
402,7/15/2019 13:00,279.2,3.27,288.1,42.2,0.76,6.24,,
403,7/15/2019 13:15,0,3.44,1.52,42.97,0.82,6.37,,
404,7/15/2019 13:30,25.91,3.21,1.91,43.01,0.89,6.48,,
405,7/15/2019 13:45,0,3.21,0.9,43.24,0.89,6.75,,
406,7/15/2019 14:15,0,3.3,2.49,43.42,0.68,6.89,,
407,7/15/2019 14:30,0,3.26,2.44,43.36,0.82,7.1,,
408,7/15/2019 14:45,0,0.66,0,36.24,0.82,7.23,,
409,7/15/2019 15:00,0,3.33,2.37,43.78,0.82,7.35,,
410,7/15/2019 15:15,0,1.22,0,36.57,0.82,7.38,,
411,7/15/2019 15:30,0,3.34,2.08,44.1,0.82,7.38,,
412,7/15/2019 15:45,0,1.04,0,36.88,0.82,7.55,,
413,7/15/2019 16:00,0,3.35,2.46,44.25,0.76,7.64,,
414,7/15/2019 16:15,0,3.35,2.7,44.44,0.76,7.67,,
415,7/15/2019 16:30,0,3.36,2.09,44.43,0.76,7.65,,
416,7/15/2019 16:45,0,3.33,3.18,44.47,0.76,7.74,,
417,7/15/2019 17:00,0,3.31,2.77,44.5,0.76,7.85,,
418,7/15/2019 17:15,0,3.42,2.6,44.39,0.68,7.79,,
419,7/15/2019 17:30,0,3.5,2.52,44.49,0.76,7.67,,
420,7/15/2019 17:45,0,3.4,3.09,44.69,0.68,7.52,,
421,7/15/2019 18:00,0,3.49,2.24,44.48,0.68,7.43,,
422,7/15/2019 18:15,0,3.45,2.76,44.62,0.68,7.29,,
423,7/15/2019 18:30,0,3.5,3.06,44.62,0.68,7.15,,
424,7/15/2019 18:45,0,3.49,2.26,44.45,0.68,6.97,,
425,7/15/2019 19:00,0,3.4,2.55,44.38,0.68,6.85,,
426,7/15/2019 19:15,0,3.39,2.44,44.37,0.68,6.77,,
427,7/15/2019 19:30,0,3.37,2.91,44.21,0.68,6.66,,
428,7/15/2019 19:45,0,3.34,2.92,44.18,0.68,6.53,,
429,7/15/2019 20:00,0,3.34,3.25,44.04,0.76,6.45,,
430,7/15/2019 20:15,0,3.3,2.51,43.98,0.68,6.3,,
431,7/15/2019 20:30,0,3.32,2.73,43.89,0.68,6.12,,
432,7/15/2019 20:45,0,3.21,2.78,43.89,0.68,5.96,,
433,7/15/2019 21:00,0,1.06,0,35.99,0.68,5.82,,
434,7/15/2019 21:15,0,3.21,11.64,43.75,0.68,5.77,,
435,7/15/2019 21:30,0,3.2,2.38,43.68,0.68,5.66,,
436,7/15/2019 21:45,0,3.17,2.66,43.59,0.68,5.5,,
437,7/15/2019 22:00,0,1.09,0,35.74,0.68,5.35,,
438,7/15/2019 22:15,0,1.01,0,35.67,0.68,5.21,,
439,7/15/2019 22:30,0,3.17,2.38,43.28,0.68,5.07,,
440,7/15/2019 22:45,0,3.06,2.71,43.25,0.68,5,,
441,7/15/2019 23:00,0,1.06,0,35.46,0.68,4.95,,
442,7/15/2019 23:15,0,3.01,2.17,42.87,0.76,4.91,,
443,7/15/2019 23:30,0,3.03,2.2,42.73,0.68,4.9,,
444,7/15/2019 23:45,0,2.99,2.06,42.57,0.68,4.88,,
445,7/16/2019 0:00,0,2.97,2.42,42.5,0.68,4.86,,
446,7/16/2019 0:15,0,2.95,2.19,42.49,0.68,4.83,,
447,7/16/2019 0:30,0,2.93,2.28,42.18,0.68,4.78,,
448,7/16/2019 0:45,0,2.94,2.69,42.28,0.68,4.72,,
449,7/16/2019 1:00,0,3.02,2.13,42.08,0.68,4.67,,
450,7/16/2019 1:15,0,2.88,2.24,41.86,0.68,4.61,,
451,7/16/2019 1:30,0,3.16,1.65,41.8,0.68,4.53,,
452,7/16/2019 1:45,0,2.88,1.74,41.71,0.62,4.45,,
453,7/16/2019 2:00,0,2.88,1.99,41.65,0.68,4.39,,
454,7/16/2019 2:15,0,2.92,1.45,41.56,0.68,4.33,,
455,7/16/2019 2:30,0,2.84,2.24,41.45,0.68,4.25,,
456,7/16/2019 2:45,0,2.83,2.1,41.34,0.68,4.19,,
457,7/16/2019 3:00,0,2.79,2.63,41.19,0.68,4.14,,
458,7/16/2019 3:15,0,3.03,2.09,41.13,0.68,4.09,,
459,7/16/2019 3:30,0,2.91,1.4,41.03,0.68,4.03,,
460,7/16/2019 3:45,0,2.81,1.73,40.96,0.68,3.98,,
461,7/16/2019 4:00,0,2.82,1.63,40.79,0.68,3.93,,
462,7/16/2019 4:15,0,2.81,2.28,40.66,0.68,3.89,,
463,7/16/2019 4:30,0,2.76,2.27,40.48,0.68,3.83,,
464,7/16/2019 4:45,0,2.76,2.2,40.49,0.62,3.78,,
465,7/16/2019 5:00,0,2.79,1.88,40.37,0.68,3.76,,
466,7/16/2019 5:15,0,2.86,2.16,40.26,0.68,3.73,,
467,7/16/2019 5:30,0,2.75,2.08,40.28,0.68,3.72,,
468,7/16/2019 5:45,0,2.75,1.91,40.1,0.68,3.69,,
469,7/16/2019 6:00,0,2.74,1.91,39.97,0.68,3.68,,
470,7/16/2019 6:15,0,2.74,1.99,39.81,0.68,3.69,,
471,7/16/2019 6:30,0,2.72,2.24,39.76,0.68,3.69,,
472,7/16/2019 6:45,0,2.93,1.66,39.49,0.68,3.71,,
473,7/16/2019 7:00,0,2.62,1.9,39.66,0.68,3.74,,
474,7/16/2019 7:15,0,2.76,1.25,39.88,0.68,3.76,,
475,7/16/2019 7:30,0,2.67,2.13,39.88,0.68,3.8,,
476,7/16/2019 7:45,0,2.68,1.9,39.98,0.68,3.83,,
477,7/16/2019 8:00,0,2.74,1.88,39.91,0.68,3.86,,
478,7/16/2019 8:15,0,2.68,2.38,39.86,0.62,3.89,,
479,7/16/2019 8:30,0,2.71,1.94,40.03,0.62,3.96,,
480,7/16/2019 8:45,0,2.61,2.44,40.06,0.62,4.08,,
481,7/15/2019 14:15,0,3.3,2.49,43.42,0.68,6.89,,
482,7/15/2019 14:30,0,3.26,2.44,43.36,0.82,7.1,,
483,7/15/2019 14:45,0,0.66,0,36.24,0.82,7.23,,
484,7/15/2019 15:00,0,3.33,2.37,43.78,0.82,7.35,,
485,7/15/2019 15:15,0,1.22,0,36.57,0.82,7.38,,
486,7/15/2019 15:30,0,3.34,2.08,44.1,0.82,7.38,,
487,7/15/2019 15:45,0,1.04,0,36.88,0.82,7.55,,
488,7/15/2019 16:00,0,3.35,2.46,44.25,0.76,7.64,,
489,7/15/2019 16:15,0,3.35,2.7,44.44,0.76,7.67,,
490,7/15/2019 16:30,0,3.36,2.09,44.43,0.76,7.65,,
491,7/15/2019 16:45,0,3.33,3.18,44.47,0.76,7.74,,
492,7/15/2019 17:00,0,3.31,2.77,44.5,0.76,7.85,,
493,7/15/2019 17:15,0,3.42,2.6,44.39,0.68,7.79,,
494,7/15/2019 17:30,0,3.5,2.52,44.49,0.76,7.67,,
495,7/15/2019 17:45,0,3.4,3.09,44.69,0.68,7.52,,
496,7/15/2019 18:00,0,3.49,2.24,44.48,0.68,7.43,,
497,7/15/2019 18:15,0,3.45,2.76,44.62,0.68,7.29,,
498,7/15/2019 18:30,0,3.5,3.06,44.62,0.68,7.15,,
499,7/15/2019 18:45,0,3.49,2.26,44.45,0.68,6.97,,
500,7/15/2019 19:00,0,3.4,2.55,44.38,0.68,6.85,,
501,7/15/2019 19:15,0,3.39,2.44,44.37,0.68,6.77,,
502,7/15/2019 19:30,0,3.37,2.91,44.21,0.68,6.66,,
503,7/15/2019 19:45,0,3.34,2.92,44.18,0.68,6.53,,
504,7/15/2019 20:00,0,3.34,3.25,44.04,0.76,6.45,,
505,7/15/2019 20:15,0,3.3,2.51,43.98,0.68,6.3,,
506,7/15/2019 20:30,0,3.32,2.73,43.89,0.68,6.12,,
507,7/15/2019 20:45,0,3.21,2.78,43.89,0.68,5.96,,
508,7/15/2019 21:00,0,1.06,0,35.99,0.68,5.82,,
509,7/15/2019 21:15,0,3.21,11.64,43.75,0.68,5.77,,
510,7/15/2019 21:30,0,3.2,2.38,43.68,0.68,5.66,,
511,7/15/2019 21:45,0,3.17,2.66,43.59,0.68,5.5,,
512,7/15/2019 22:00,0,1.09,0,35.74,0.68,5.35,,
513,7/15/2019 22:15,0,1.01,0,35.67,0.68,5.21,,
514,7/15/2019 22:30,0,3.17,2.38,43.28,0.68,5.07,,
515,7/15/2019 22:45,0,3.06,2.71,43.25,0.68,5,,
516,7/15/2019 23:00,0,1.06,0,35.46,0.68,4.95,,
517,7/15/2019 23:15,0,3.01,2.17,42.87,0.76,4.91,,
518,7/15/2019 23:30,0,3.03,2.2,42.73,0.68,4.9,,
519,7/15/2019 23:45,0,2.99,2.06,42.57,0.68,4.88,,
520,7/16/2019 0:00,0,2.97,2.42,42.5,0.68,4.86,,
521,7/16/2019 0:15,0,2.95,2.19,42.49,0.68,4.83,,
522,7/16/2019 0:30,0,2.93,2.28,42.18,0.68,4.78,,
523,7/16/2019 0:45,0,2.94,2.69,42.28,0.68,4.72,,
524,7/16/2019 1:00,0,3.02,2.13,42.08,0.68,4.67,,
525,7/16/2019 1:15,0,2.88,2.24,41.86,0.68,4.61,,
526,7/16/2019 1:30,0,3.16,1.65,41.8,0.68,4.53,,
527,7/16/2019 1:45,0,2.88,1.74,41.71,0.62,4.45,,
528,7/16/2019 2:00,0,2.88,1.99,41.65,0.68,4.39,,
529,7/16/2019 2:15,0,2.92,1.45,41.56,0.68,4.33,,
530,7/16/2019 2:30,0,2.84,2.24,41.45,0.68,4.25,,
531,7/16/2019 2:45,0,2.83,2.1,41.34,0.68,4.19,,
532,7/16/2019 3:00,0,2.79,2.63,41.19,0.68,4.14,,
533,7/16/2019 3:15,0,3.03,2.09,41.13,0.68,4.09,,
534,7/16/2019 3:30,0,2.91,1.4,41.03,0.68,4.03,,
535,7/16/2019 3:45,0,2.81,1.73,40.96,0.68,3.98,,
536,7/16/2019 4:00,0,2.82,1.63,40.79,0.68,3.93,,
537,7/16/2019 4:15,0,2.81,2.28,40.66,0.68,3.89,,
538,7/16/2019 4:30,0,2.76,2.27,40.48,0.68,3.83,,
539,7/16/2019 4:45,0,2.76,2.2,40.49,0.62,3.78,,
540,7/16/2019 5:00,0,2.79,1.88,40.37,0.68,3.76,,
541,7/16/2019 5:15,0,2.86,2.16,40.26,0.68,3.73,,
542,7/16/2019 5:30,0,2.75,2.08,40.28,0.68,3.72,,
543,7/16/2019 5:45,0,2.75,1.91,40.1,0.68,3.69,,
544,7/16/2019 6:00,0,2.74,1.91,39.97,0.68,3.68,,
545,7/16/2019 6:15,0,2.74,1.99,39.81,0.68,3.69,,
546,7/16/2019 6:30,0,2.72,2.24,39.76,0.68,3.69,,
547,7/16/2019 6:45,0,2.93,1.66,39.49,0.68,3.71,,
548,7/16/2019 7:00,0,2.62,1.9,39.66,0.68,3.74,,
549,7/16/2019 7:15,0,2.76,1.25,39.88,0.68,3.76,,
550,7/16/2019 7:30,0,2.67,2.13,39.88,0.68,3.8,,
551,7/16/2019 7:45,0,2.68,1.9,39.98,0.68,3.83,,
552,7/16/2019 8:00,0,2.74,1.88,39.91,0.68,3.86,,
553,7/16/2019 8:15,0,2.68,2.38,39.86,0.62,3.89,,
554,7/16/2019 8:30,0,2.71,1.94,40.03,0.62,3.96,,
555,7/16/2019 8:45,0,2.61,2.44,40.06,0.62,4.08,,
556,7/17/2019 14:00,0,2.49,2.08,35.15,0.27,8.91,,
557,7/17/2019 14:15,0,2.48,2.01,35.13,0.35,9.01,,
558,7/17/2019 14:30,0,2.54,2.7,35.17,0.35,9.27,,
559,7/17/2019 14:45,0,2.47,1.37,35.11,0.35,9.29,,
560,7/17/2019 15:00,0,2.51,1.01,35.26,0.35,9.16,,
561,7/17/2019 15:15,0,2.45,0.89,35.03,0.35,9.6,,
562,7/17/2019 15:30,0,2.59,2.58,35.09,0.35,9.65,,
563,7/17/2019 15:45,0,2.48,1.44,35.05,0.35,9.73,,
564,7/17/2019 16:00,0,2.51,1.65,35.22,0.35,9.63,,
565,7/17/2019 16:15,0,2.62,1.79,35.18,0.35,9.45,,
566,7/17/2019 16:30,8.75,2.52,1.63,35.19,0.35,9.39,,
567,7/17/2019 16:45,0,2.58,2.09,35.27,0.41,9.23,,
568,7/17/2019 17:00,0,2.59,1.36,35.29,0.35,9.01,,
569,7/17/2019 17:15,0,2.56,1.59,35.2,0.35,8.85,,
570,7/17/2019 17:30,0,2.53,1.62,35.16,0.41,8.59,,
571,7/17/2019 17:45,0,2.6,1.65,35.17,0.35,8.47,,
572,7/17/2019 18:00,0,2.5,1.32,35.16,0.35,8.28,,
573,7/17/2019 18:15,0,2.58,1.54,35.22,0.41,6.82,,
574,7/17/2019 18:30,0,2.65,1.68,35.14,0.35,6.1,,
575,7/17/2019 18:45,0,2.74,1.23,34.98,0.35,5.97,,
576,7/17/2019 19:00,0,2.68,1.2,34.99,0.35,5.42,,
577,7/17/2019 19:15,0,2.68,1.3,34.87,0.35,4.95,,
578,7/17/2019 19:30,0,2.6,1.77,34.8,0.41,4.82,,
579,7/17/2019 19:45,0,2.71,1.32,34.68,0.41,5.32,,
580,7/17/2019 20:00,0,2.62,1.68,34.58,0.41,4.87,,
581,7/17/2019 20:15,0,2.62,1.9,34.51,0.41,4.94,,
582,7/17/2019 20:30,0,2.57,1.37,34.42,0.41,4.45,,
583,7/17/2019 20:45,0,2.65,0.96,34.33,0.41,4.7,,
584,7/17/2019 21:00,0,2.5,1.44,34.22,0.41,4.72,,
585,7/17/2019 21:15,0,2.57,0.91,34.13,0.41,4.34,,
586,7/17/2019 21:30,0,2.5,1.36,34.14,0.41,4.37,,
587,7/17/2019 21:45,0,2.56,1.52,34.1,0.41,4.47,,
588,7/17/2019 22:00,0,2.52,1.12,33.91,0.41,4.44,,
589,7/17/2019 22:15,0,2.48,1.48,33.86,0.41,4.36,,
590,7/17/2019 22:30,0,2.43,1.43,33.71,0.41,4.42,,
591,7/17/2019 22:45,0,2.5,1.12,33.69,0.48,4.24,,
592,7/17/2019 23:00,0,2.53,1.34,33.4,0.41,4.79,,
593,7/17/2019 23:15,0,2.49,1.19,33.23,0.41,4.67,,
594,7/17/2019 23:30,0,2.53,1,33.12,0.41,4.78,,
595,7/17/2019 23:45,0,2.47,0.66,33.16,0.48,4.57,,
596,7/18/2019 0:00,0,2.46,1.05,33.21,0.48,4.27,,
597,7/18/2019 0:15,0,2.46,1.19,33.21,0.41,4.45,,
598,7/18/2019 0:30,0,2.38,1.44,33.04,0.41,4.24,,
599,7/18/2019 0:45,0,2.43,1.43,33.1,0.41,3.87,,
600,7/18/2019 1:00,0,2.44,1.09,33.22,0.41,3.88,,
601,7/18/2019 1:15,0,2.42,0.93,33.02,0.41,4.26,,
602,7/18/2019 1:30,0,2.53,1.45,32.94,0.41,4.06,,
603,7/18/2019 1:45,0,2.39,1.54,32.87,0.41,3.41,,
604,7/18/2019 2:00,0,2.35,0.46,32.91,0.41,4.03,,
605,7/18/2019 2:15,0,2.43,0.8,32.85,0.41,3.56,,
606,7/18/2019 2:30,0,2.41,1.66,32.79,0.41,3.89,,
607,7/18/2019 2:45,0,2.35,1.12,32.84,0.41,3.98,,
608,7/18/2019 3:00,0,2.33,0.94,32.77,0.41,3.84,,
609,7/18/2019 3:15,0,2.32,1.54,32.77,0.48,3.54,,
610,7/18/2019 3:30,0,2.41,0.6,32.78,0.41,3.82,,
611,7/18/2019 3:45,16.92,2.39,0.93,32.76,0.41,3.72,,
612,7/18/2019 4:00,21.05,2.33,1.29,32.69,0.41,3.79,,
613,7/18/2019 4:15,0,2.35,1.26,32.6,0.48,3.42,,
614,7/18/2019 4:30,0,2.39,1.77,32.6,0.41,3.9,,
615,7/18/2019 4:45,0,2.32,0.96,32.69,0.41,3.79,,
616,7/18/2019 5:00,0,2.33,1.04,32.57,0.41,3.99,,
617,7/18/2019 5:15,0,2.31,1,32.49,0.41,3.85,,
618,7/18/2019 5:30,0,2.36,1.22,32.4,0.41,3.89,,
619,7/18/2019 5:45,0,2.33,1.5,32.4,0.41,3.78,,
620,7/18/2019 6:00,0,2.28,0.65,32.28,0.41,3.81,,
621,7/18/2019 6:15,0,2.27,0.9,32.29,0.41,3.83,,
622,7/18/2019 6:30,0,2.23,1.41,32.32,0.41,3.72,,
623,7/18/2019 6:45,0,2.19,1.29,32.32,0.41,3.7,,
624,7/18/2019 7:00,8.63,2.19,0.8,32.54,0.41,3.9,,
625,7/18/2019 7:15,6.81,2.19,0.68,32.47,0.41,4.15,,
626,7/18/2019 7:30,0,2.2,0.94,32.63,0.41,4.11,,
627,7/18/2019 7:45,0,2.2,0.58,32.51,0.41,4.07,,
628,7/18/2019 8:00,0.89,2.2,1.23,32.66,0.41,4.17,,
629,7/18/2019 8:15,0.32,2.31,0.98,32.6,0.41,4.26,,
630,7/18/2019 8:30,1.48,2.24,0.43,32.97,0.41,4.18,,
631,7/18/2019 8:45,0,2.21,1.4,32.87,0.41,4.5,,
632,7/18/2019 9:00,0,2.3,0.86,33.11,0.41,5.16,,
633,7/18/2019 9:15,0,2.28,0.72,33.16,0.41,4.88,,
634,7/18/2019 9:30,0,2.3,1.34,33.38,0.41,5.32,,
635,7/18/2019 9:45,0,2.29,0.65,33.29,0.35,5.55,,
636,7/18/2019 10:00,0,2.34,0.54,33.36,0.41,5.7,,
637,7/18/2019 10:15,0,2.33,0.46,33.54,0.41,6.14,,
638,7/18/2019 10:30,4.88,2.34,0.26,33.32,0.35,6.47,,
639,7/18/2019 10:45,6.54,2.61,2.38,33.19,0.41,6.5,,
640,7/18/2019 11:00,0,2.65,13.1,33.42,0.41,6.75,,
641,7/18/2019 11:15,0,2.46,2.53,33.28,0.35,7.09,,
642,7/18/2019 11:30,0,2.39,0,33.28,0.35,7.35,,
643,7/18/2019 11:45,0,2.38,1.2,33.38,0.35,7.4,,
644,7/18/2019 12:00,1.7,2.48,2.64,33.33,0.35,6.92,,
645,7/18/2019 12:15,0,2.32,2.2,33.33,0.35,7.38,,
646,7/18/2019 12:30,0,2.42,1.74,33.37,0.35,8.16,,
647,7/18/2019 12:45,12.33,2.42,2.12,33.25,0.35,8.27,,
648,7/18/2019 13:00,7.1,2.48,1.7,33.32,0.35,7.64,,
649,7/18/2019 13:15,4.48,2.42,0,33.37,0.35,7.55,,
650,7/18/2019 13:30,6.38,2.44,2.52,33.44,0.35,7.88,,
651,7/18/2019 13:45,24.88,2.68,1.25,33.44,0.35,8.34,,
652,7/18/2019 14:00,0,2.44,0.94,33.67,0.35,8.05,,
653,7/18/2019 14:15,5.69,2.7,2.66,33.6,0.35,8.04,,
654,7/18/2019 14:30,0.03,2.44,0.25,33.59,0.35,7.54,,
655,7/18/2019 14:45,15.73,2.61,1.23,33.78,0.35,7.14,,
656,7/18/2019 15:00,10.56,2.5,2.3,33.59,0.35,7.55,,
657,7/18/2019 15:15,22.47,2.5,2.24,33.71,0.35,8.17,,
658,7/18/2019 15:30,7.38,2.47,1.83,33.62,0.35,7.43,,
659,7/18/2019 15:45,3.83,2.54,1.7,33.74,0.35,7.68,,
660,7/18/2019 16:00,25.42,2.44,1.4,33.83,0.35,7.37,,
661,7/18/2019 16:15,59.91,2.68,0,33.85,0.35,6.87,,
662,07/17/2019 14:00,0,2.49,2.08,35.15,0.27,8.91,,
663,07/17/2019 14:15,0,2.48,2.01,35.13,0.35,9.01,,
664,07/17/2019 14:30,0,2.54,2.7,35.17,0.35,9.27,,
665,07/17/2019 14:45,0,2.47,1.37,35.11,0.35,9.29,,
666,07/17/2019 15:00,0,2.51,1.01,35.26,0.35,9.16,,
667,07/17/2019 15:15,0,2.45,0.89,35.03,0.35,9.6,,
668,07/17/2019 15:30,0,2.59,2.58,35.09,0.35,9.65,,
669,07/17/2019 15:45,0,2.48,1.44,35.05,0.35,9.73,,
670,07/17/2019 16:00,0,2.51,1.65,35.22,0.35,9.63,,
671,07/17/2019 16:15,0,2.62,1.79,35.18,0.35,9.45,,
672,07/17/2019 16:30,8.75,2.52,1.63,35.19,0.35,9.39,,
673,07/17/2019 16:45,0,2.58,2.09,35.27,0.41,9.23,,
674,07/17/2019 17:00,0,2.59,1.36,35.29,0.35,9.01,,
675,07/17/2019 17:15,0,2.56,1.59,35.2,0.35,8.85,,
676,07/17/2019 17:30,0,2.53,1.62,35.16,0.41,8.59,,
677,07/17/2019 17:45,0,2.6,1.65,35.17,0.35,8.47,,
678,07/17/2019 18:00,0,2.5,1.32,35.16,0.35,8.28,,
679,07/17/2019 18:15,0,2.58,1.54,35.22,0.41,6.82,,
680,07/17/2019 18:30,0,2.65,1.68,35.14,0.35,6.1,,
681,07/17/2019 18:45,0,2.74,1.23,34.98,0.35,5.97,,
682,07/17/2019 19:00,0,2.68,1.2,34.99,0.35,5.42,,
683,07/17/2019 19:15,0,2.68,1.3,34.87,0.35,4.95,,
684,07/17/2019 19:30,0,2.6,1.77,34.8,0.41,4.82,,
685,07/17/2019 19:45,0,2.71,1.32,34.68,0.41,5.32,,
686,07/17/2019 20:00,0,2.62,1.68,34.58,0.41,4.87,,
687,07/17/2019 20:15,0,2.62,1.9,34.51,0.41,4.94,,
688,07/17/2019 20:30,0,2.57,1.37,34.42,0.41,4.45,,
689,07/17/2019 20:45,0,2.65,0.96,34.33,0.41,4.7,,
690,07/17/2019 21:00,0,2.5,1.44,34.22,0.41,4.72,,
691,07/17/2019 21:15,0,2.57,0.91,34.13,0.41,4.34,,
692,07/17/2019 21:30,0,2.5,1.36,34.14,0.41,4.37,,
693,07/17/2019 21:45,0,2.56,1.52,34.1,0.41,4.47,,
694,07/17/2019 22:00,0,2.52,1.12,33.91,0.41,4.44,,
695,07/17/2019 22:15,0,2.48,1.48,33.86,0.41,4.36,,
696,07/17/2019 22:30,0,2.43,1.43,33.71,0.41,4.42,,
697,07/17/2019 22:45,0,2.5,1.12,33.69,0.48,4.24,,
698,07/17/2019 23:00,0,2.53,1.34,33.4,0.41,4.79,,
699,07/17/2019 23:15,0,2.49,1.19,33.23,0.41,4.67,,
700,07/17/2019 23:30,0,2.53,1,33.12,0.41,4.78,,
701,07/17/2019 23:45,0,2.47,0.66,33.16,0.48,4.57,,
702,07/18/2019 00:00,0,2.46,1.05,33.21,0.48,4.27,,
703,07/18/2019 00:15,0,2.46,1.19,33.21,0.41,4.45,,
704,07/18/2019 00:30,0,2.38,1.44,33.04,0.41,4.24,,
705,07/18/2019 00:45,0,2.43,1.43,33.1,0.41,3.87,,
706,07/18/2019 01:00,0,2.44,1.09,33.22,0.41,3.88,,
707,07/18/2019 01:15,0,2.42,0.93,33.02,0.41,4.26,,
708,07/18/2019 01:30,0,2.53,1.45,32.94,0.41,4.06,,
709,07/18/2019 01:45,0,2.39,1.54,32.87,0.41,3.41,,
710,07/18/2019 02:00,0,2.35,0.46,32.91,0.41,4.03,,
711,07/18/2019 02:15,0,2.43,0.8,32.85,0.41,3.56,,
712,07/18/2019 02:30,0,2.41,1.66,32.79,0.41,3.89,,
713,07/18/2019 02:45,0,2.35,1.12,32.84,0.41,3.98,,
714,07/18/2019 03:00,0,2.33,0.94,32.77,0.41,3.84,,
715,07/18/2019 03:15,0,2.32,1.54,32.77,0.48,3.54,,
716,07/18/2019 03:30,0,2.41,0.6,32.78,0.41,3.82,,
717,07/18/2019 03:45,16.92,2.39,0.93,32.76,0.41,3.72,,
718,07/18/2019 04:00,21.05,2.33,1.29,32.69,0.41,3.79,,
719,07/18/2019 04:15,0,2.35,1.26,32.6,0.48,3.42,,
720,07/18/2019 04:30,0,2.39,1.77,32.6,0.41,3.9,,
721,07/18/2019 04:45,0,2.32,0.96,32.69,0.41,3.79,,
722,07/18/2019 05:00,0,2.33,1.04,32.57,0.41,3.99,,
723,07/18/2019 05:15,0,2.31,1,32.49,0.41,3.85,,
724,07/18/2019 05:30,0,2.36,1.22,32.4,0.41,3.89,,
725,07/18/2019 05:45,0,2.33,1.5,32.4,0.41,3.78,,
726,07/18/2019 06:00,0,2.28,0.65,32.28,0.41,3.81,,
727,07/18/2019 06:15,0,2.27,0.9,32.29,0.41,3.83,,
728,07/18/2019 06:30,0,2.23,1.41,32.32,0.41,3.72,,
729,07/18/2019 06:45,0,2.19,1.29,32.32,0.41,3.7,,
730,07/18/2019 07:00,8.63,2.19,0.8,32.54,0.41,3.9,,
731,07/18/2019 07:15,6.81,2.19,0.68,32.47,0.41,4.15,,
732,07/18/2019 07:30,0,2.2,0.94,32.63,0.41,4.11,,
733,07/18/2019 07:45,0,2.2,0.58,32.51,0.41,4.07,,
734,07/18/2019 08:00,0.89,2.2,1.23,32.66,0.41,4.17,,
735,07/18/2019 08:15,0.32,2.31,0.98,32.6,0.41,4.26,,
736,07/18/2019 08:30,1.48,2.24,0.43,32.97,0.41,4.18,,
737,07/18/2019 08:45,0,2.21,1.4,32.87,0.41,4.5,,
738,07/18/2019 09:00,0,2.3,0.86,33.11,0.41,5.16,,
739,07/18/2019 09:15,0,2.28,0.72,33.16,0.41,4.88,,
740,07/18/2019 09:30,0,2.3,1.34,33.38,0.41,5.32,,
741,07/18/2019 09:45,0,2.29,0.65,33.29,0.35,5.55,,
742,07/18/2019 10:00,0,2.34,0.54,33.36,0.41,5.7,,
743,07/18/2019 10:15,0,2.33,0.46,33.54,0.41,6.14,,
744,07/18/2019 10:30,4.88,2.34,0.26,33.32,0.35,6.47,,
745,07/18/2019 10:45,6.54,2.61,2.38,33.19,0.41,6.5,,
746,07/18/2019 11:00,0,2.65,13.1,33.42,0.41,6.75,,
747,07/18/2019 11:15,0,2.46,2.53,33.28,0.35,7.09,,
748,07/18/2019 11:30,0,2.39,0,33.28,0.35,7.35,,
749,07/18/2019 11:45,0,2.38,1.2,33.38,0.35,7.4,,
750,07/18/2019 12:00,1.7,2.48,2.64,33.33,0.35,6.92,,
751,07/18/2019 12:15,0,2.32,2.2,33.33,0.35,7.38,,
752,07/18/2019 12:30,0,2.42,1.74,33.37,0.35,8.16,,
753,07/18/2019 12:45,12.33,2.42,2.12,33.25,0.35,8.27,,
